grupo,fecha,estado,concepto,moneda,tipo_moneda,importe
demo,2025-11-20,Real,Moneda extranjera,Local,ARS,1030197811.33
demo,2025-11-20,Real,Moneda extranjera,Extranjera,USD,729821.08
demo,2025-11-20,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-20,Real,Bancos pesos,Local,ARS,149484531.47
demo,2025-11-20,Real,Inversiones,Local,ARS,447829973.82
demo,2025-11-20,Proyectado,Cobranzas Proyectadas,Local,ARS,30650106.04
demo,2025-11-20,Proyectado,Pagos programados,Local,ARS,-50252927.76
demo,2025-11-21,Real,DISPONIBILIDADES,Local,ARS,1493636689.84
demo,2025-11-21,Real,Moneda extranjera,Local,ARS,970633127.26
demo,2025-11-21,Real,Moneda extranjera,Extranjera,USD,687623.78
demo,2025-11-21,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-21,Real,Bancos pesos,Local,ARS,140803070.5
demo,2025-11-21,Real,Inversiones,Local,ARS,405964015.39
demo,2025-11-21,Proyectado,Cobranzas Proyectadas,Local,ARS,29065496.13
demo,2025-11-21,Proyectado,Pagos programados,Local,ARS,-52829019.45
demo,2025-11-22,Real,DISPONIBILIDADES,Local,ARS,1197654091.39
demo,2025-11-22,Real,Moneda extranjera,Local,ARS,815750904.57
demo,2025-11-22,Real,Moneda extranjera,Extranjera,USD,577900.86
demo,2025-11-22,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-22,Real,Bancos pesos,Local,ARS,126027259.89
demo,2025-11-22,Real,Inversiones,Local,ARS,317070396.7
demo,2025-11-22,Proyectado,Cobranzas Proyectadas,Local,ARS,10810141.02
demo,2025-11-22,Proyectado,Pagos programados,Local,ARS,-72004610.8
demo,2025-11-23,Real,DISPONIBILIDADES,Local,ARS,1522932013.71
demo,2025-11-23,Real,Moneda extranjera,Local,ARS,1048759952.51
demo,2025-11-23,Real,Moneda extranjera,Extranjera,USD,742971.02
demo,2025-11-23,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-23,Real,Bancos pesos,Local,ARS,141010082.1
demo,2025-11-23,Real,Inversiones,Local,ARS,375699813.2
demo,2025-11-23,Proyectado,Cobranzas Proyectadas,Local,ARS,29598566.32
demo,2025-11-23,Proyectado,Pagos programados,Local,ARS,-72136400.42
demo,2025-11-24,Real,DISPONIBILIDADES,Local,ARS,1471565688.13
demo,2025-11-24,Real,Moneda extranjera,Local,ARS,976112617.52
demo,2025-11-24,Real,Moneda extranjera,Extranjera,USD,691505.61
demo,2025-11-24,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-24,Real,Bancos pesos,Local,ARS,104987446.09
demo,2025-11-24,Real,Inversiones,Local,ARS,429206020.74
demo,2025-11-24,Proyectado,Cobranzas Proyectadas,Local,ARS,19355375.07
demo,2025-11-24,Proyectado,Pagos programados,Local,ARS,-58095771.29
demo,2025-11-25,Real,DISPONIBILIDADES,Local,ARS,1440413349.87
demo,2025-11-25,Real,Moneda extranjera,Local,ARS,981900063.33
demo,2025-11-25,Real,Moneda extranjera,Extranjera,USD,695605.6
demo,2025-11-25,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-25,Real,Bancos pesos,Local,ARS,134818144.09
demo,2025-11-25,Real,Inversiones,Local,ARS,322711333.71
demo,2025-11-25,Proyectado,Cobranzas Proyectadas,Local,ARS,36046935.92
demo,2025-11-25,Proyectado,Pagos programados,Local,ARS,-35063127.17
demo,2025-11-26,Real,DISPONIBILIDADES,Local,ARS,1366986210.71
demo,2025-11-26,Real,Moneda extranjera,Local,ARS,876458259.12
demo,2025-11-26,Real,Moneda extranjera,Extranjera,USD,620907.66
demo,2025-11-26,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-26,Real,Bancos pesos,Local,ARS,117401161.16
demo,2025-11-26,Real,Inversiones,Local,ARS,392157725.19
demo,2025-11-26,Proyectado,Cobranzas Proyectadas,Local,ARS,32175348.57
demo,2025-11-26,Proyectado,Pagos programados,Local,ARS,-51206283.34
demo,2025-11-27,Real,DISPONIBILIDADES,Local,ARS,1217011382.31
demo,2025-11-27,Real,Moneda extranjera,Local,ARS,706568989.69
demo,2025-11-27,Real,Moneda extranjera,Extranjera,USD,500553.33
demo,2025-11-27,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-27,Real,Bancos pesos,Local,ARS,134647559.35
demo,2025-11-27,Real,Inversiones,Local,ARS,368864027.72
demo,2025-11-27,Proyectado,Cobranzas Proyectadas,Local,ARS,30993079.66
demo,2025-11-27,Proyectado,Pagos programados,Local,ARS,-24062274.11
demo,2025-11-28,Real,DISPONIBILIDADES,Local,ARS,1580686633.87
demo,2025-11-28,Real,Moneda extranjera,Local,ARS,1054103571.07
demo,2025-11-28,Real,Moneda extranjera,Extranjera,USD,746756.59
demo,2025-11-28,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-28,Real,Bancos pesos,Local,ARS,150310647.82
demo,2025-11-28,Real,Inversiones,Local,ARS,384011702.21
demo,2025-11-28,Proyectado,Cobranzas Proyectadas,Local,ARS,27642846.54
demo,2025-11-28,Proyectado,Pagos programados,Local,ARS,-35382133.77
demo,2025-11-29,Real,DISPONIBILIDADES,Local,ARS,1337127439.25
demo,2025-11-29,Real,Moneda extranjera,Local,ARS,809670369.13
demo,2025-11-29,Real,Moneda extranjera,Extranjera,USD,573593.24
demo,2025-11-29,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-29,Real,Bancos pesos,Local,ARS,148424023.0
demo,2025-11-29,Real,Inversiones,Local,ARS,411002692.26
demo,2025-11-29,Proyectado,Cobranzas Proyectadas,Local,ARS,21165900.32
demo,2025-11-29,Proyectado,Pagos programados,Local,ARS,-53135545.46
demo,2025-11-30,Real,DISPONIBILIDADES,Local,ARS,1115235315.83
demo,2025-11-30,Real,Moneda extranjera,Local,ARS,730543442.01
demo,2025-11-30,Real,Moneda extranjera,Extranjera,USD,517537.5
demo,2025-11-30,Real,Tipo de cambio USD,Local,USD,1411.58
demo,2025-11-30,Real,Bancos pesos,Local,ARS,116949820.46
demo,2025-11-30,Real,Inversiones,Local,ARS,310901885.58
demo,2025-11-30,Proyectado,Cobranzas Proyectadas,Local,ARS,30181164.93
demo,2025-11-30,Proyectado,Pagos programados,Local,ARS,-73340997.14
demo,2025-12-01,Real,DISPONIBILIDADES,Local,ARS,1272439613.42
demo,2025-12-01,Real,Moneda extranjera,Local,ARS,786212528.44
demo,2025-12-01,Real,Moneda extranjera,Extranjera,USD,547039.19
demo,2025-12-01,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-01,Real,Bancos pesos,Local,ARS,156640112.67
demo,2025-12-01,Real,Inversiones,Local,ARS,384005743.17
demo,2025-12-01,Proyectado,Cobranzas Proyectadas,Local,ARS,12912614.65
demo,2025-12-01,Proyectado,Pagos programados,Local,ARS,-67331385.51
demo,2025-12-02,Real,DISPONIBILIDADES,Local,ARS,1439273482.09
demo,2025-12-02,Real,Moneda extranjera,Local,ARS,937664312.53
demo,2025-12-02,Real,Moneda extranjera,Extranjera,USD,652417.9
demo,2025-12-02,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-02,Real,Bancos pesos,Local,ARS,122220050.53
demo,2025-12-02,Real,Inversiones,Local,ARS,418136642.03
demo,2025-12-02,Proyectado,Cobranzas Proyectadas,Local,ARS,29687121.47
demo,2025-12-02,Proyectado,Pagos programados,Local,ARS,-68434644.47
demo,2025-12-03,Real,DISPONIBILIDADES,Local,ARS,1166584796.21
demo,2025-12-03,Real,Moneda extranjera,Local,ARS,748087254.96
demo,2025-12-03,Real,Moneda extranjera,Extranjera,USD,520511.99
demo,2025-12-03,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-03,Real,Bancos pesos,Local,ARS,146682529.78
demo,2025-12-03,Real,Inversiones,Local,ARS,323245237.99
demo,2025-12-03,Proyectado,Cobranzas Proyectadas,Local,ARS,25062679.92
demo,2025-12-03,Proyectado,Pagos programados,Local,ARS,-76492906.44
demo,2025-12-04,Real,DISPONIBILIDADES,Local,ARS,1590216500.87
demo,2025-12-04,Real,Moneda extranjera,Local,ARS,1133110405.8
demo,2025-12-04,Real,Moneda extranjera,Extranjera,USD,788407.43
demo,2025-12-04,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-04,Real,Bancos pesos,Local,ARS,129032696.84
demo,2025-12-04,Real,Inversiones,Local,ARS,349791164.29
demo,2025-12-04,Proyectado,Cobranzas Proyectadas,Local,ARS,25519354.49
demo,2025-12-04,Proyectado,Pagos programados,Local,ARS,-47237120.55
demo,2025-12-05,Real,DISPONIBILIDADES,Local,ARS,1444096649.32
demo,2025-12-05,Real,Moneda extranjera,Local,ARS,864860680.98
demo,2025-12-05,Real,Moneda extranjera,Extranjera,USD,601761.82
demo,2025-12-05,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-05,Real,Bancos pesos,Local,ARS,146893234.65
demo,2025-12-05,Real,Inversiones,Local,ARS,442710795.63
demo,2025-12-05,Proyectado,Cobranzas Proyectadas,Local,ARS,13630977.64
demo,2025-12-05,Proyectado,Pagos programados,Local,ARS,-23999039.58
demo,2025-12-06,Real,DISPONIBILIDADES,Local,ARS,1334972577.72
demo,2025-12-06,Real,Moneda extranjera,Local,ARS,916871023.95
demo,2025-12-06,Real,Moneda extranjera,Extranjera,USD,637950.13
demo,2025-12-06,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-06,Real,Bancos pesos,Local,ARS,128858074.27
demo,2025-12-06,Real,Inversiones,Local,ARS,329133198.94
demo,2025-12-06,Proyectado,Cobranzas Proyectadas,Local,ARS,14712557.96
demo,2025-12-06,Proyectado,Pagos programados,Local,ARS,-54602277.39
demo,2025-12-07,Real,DISPONIBILIDADES,Local,ARS,1209255856.94
demo,2025-12-07,Real,Moneda extranjera,Local,ARS,790087086.79
demo,2025-12-07,Real,Moneda extranjera,Extranjera,USD,549735.07
demo,2025-12-07,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-07,Real,Bancos pesos,Local,ARS,144609275.69
demo,2025-12-07,Real,Inversiones,Local,ARS,308815160.34
demo,2025-12-07,Proyectado,Cobranzas Proyectadas,Local,ARS,20681576.84
demo,2025-12-07,Proyectado,Pagos programados,Local,ARS,-54937242.72
demo,2025-12-08,Real,DISPONIBILIDADES,Local,ARS,1587816531.98
demo,2025-12-08,Real,Moneda extranjera,Local,ARS,1078960131.76
demo,2025-12-08,Real,Moneda extranjera,Extranjera,USD,750730.18
demo,2025-12-08,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-08,Real,Bancos pesos,Local,ARS,130061547.7
demo,2025-12-08,Real,Inversiones,Local,ARS,438107629.85
demo,2025-12-08,Proyectado,Cobranzas Proyectadas,Local,ARS,11173946.85
demo,2025-12-08,Proyectado,Pagos programados,Local,ARS,-70486724.18
demo,2025-12-09,Real,DISPONIBILIDADES,Local,ARS,1502075159.14
demo,2025-12-09,Real,Moneda extranjera,Local,ARS,973821536.06
demo,2025-12-09,Real,Moneda extranjera,Extranjera,USD,677575.75
demo,2025-12-09,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-09,Real,Bancos pesos,Local,ARS,150622787.64
demo,2025-12-09,Real,Inversiones,Local,ARS,439810170.85
demo,2025-12-09,Proyectado,Cobranzas Proyectadas,Local,ARS,14635259.77
demo,2025-12-09,Proyectado,Pagos programados,Local,ARS,-76814595.18
demo,2025-12-10,Real,DISPONIBILIDADES,Local,ARS,1294952049.45
demo,2025-12-10,Real,Moneda extranjera,Local,ARS,802817942.65
demo,2025-12-10,Real,Moneda extranjera,Extranjera,USD,558593.08
demo,2025-12-10,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-10,Real,Bancos pesos,Local,ARS,148974996.44
demo,2025-12-10,Real,Inversiones,Local,ARS,334311491.47
demo,2025-12-10,Proyectado,Cobranzas Proyectadas,Local,ARS,36255010.55
demo,2025-12-10,Proyectado,Pagos programados,Local,ARS,-27407391.67
demo,2025-12-11,Real,DISPONIBILIDADES,Local,ARS,1268288904.17
demo,2025-12-11,Real,Moneda extranjera,Local,ARS,732174447.0
demo,2025-12-11,Real,Moneda extranjera,Extranjera,USD,509440.01
demo,2025-12-11,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-11,Real,Bancos pesos,Local,ARS,143950828.31
demo,2025-12-11,Real,Inversiones,Local,ARS,416184695.17
demo,2025-12-11,Proyectado,Cobranzas Proyectadas,Local,ARS,28397477.48
demo,2025-12-11,Proyectado,Pagos programados,Local,ARS,-52418543.8
demo,2025-12-12,Real,DISPONIBILIDADES,Local,ARS,1526594769.47
demo,2025-12-12,Real,Moneda extranjera,Local,ARS,1021061041.66
demo,2025-12-12,Real,Moneda extranjera,Extranjera,USD,710444.55
demo,2025-12-12,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-12,Real,Bancos pesos,Local,ARS,159668910.82
demo,2025-12-12,Real,Inversiones,Local,ARS,374171676.28
demo,2025-12-12,Proyectado,Cobranzas Proyectadas,Local,ARS,13923516.4
demo,2025-12-12,Proyectado,Pagos programados,Local,ARS,-42230375.7
demo,2025-12-13,Real,DISPONIBILIDADES,Local,ARS,1224417021.65
demo,2025-12-13,Real,Moneda extranjera,Local,ARS,754846014.5
demo,2025-12-13,Real,Moneda extranjera,Extranjera,USD,525214.67
demo,2025-12-13,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-13,Real,Bancos pesos,Local,ARS,121128205.12
demo,2025-12-13,Real,Inversiones,Local,ARS,381606846.43
demo,2025-12-13,Proyectado,Cobranzas Proyectadas,Local,ARS,26197206.28
demo,2025-12-13,Proyectado,Pagos programados,Local,ARS,-59361250.68
demo,2025-12-14,Real,DISPONIBILIDADES,Local,ARS,1703508765.46
demo,2025-12-14,Real,Moneda extranjera,Local,ARS,1110579520.82
demo,2025-12-14,Real,Moneda extranjera,Extranjera,USD,772730.65
demo,2025-12-14,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-14,Real,Bancos pesos,Local,ARS,144176273.62
demo,2025-12-14,Real,Inversiones,Local,ARS,480891310.14
demo,2025-12-14,Proyectado,Cobranzas Proyectadas,Local,ARS,37687903.75
demo,2025-12-14,Proyectado,Pagos programados,Local,ARS,-69826242.88
demo,2025-12-15,Real,DISPONIBILIDADES,Local,ARS,1400197406.34
demo,2025-12-15,Real,Moneda extranjera,Local,ARS,919431278.72
demo,2025-12-15,Real,Moneda extranjera,Extranjera,USD,639731.53
demo,2025-12-15,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-15,Real,Bancos pesos,Local,ARS,148357123.25
demo,2025-12-15,Real,Inversiones,Local,ARS,320626418.81
demo,2025-12-15,Proyectado,Cobranzas Proyectadas,Local,ARS,35643864.49
demo,2025-12-15,Proyectado,Pagos programados,Local,ARS,-23861278.92
demo,2025-12-16,Real,DISPONIBILIDADES,Local,ARS,1296512664.87
demo,2025-12-16,Real,Moneda extranjera,Local,ARS,757432473.13
demo,2025-12-16,Real,Moneda extranjera,Extranjera,USD,527014.3
demo,2025-12-16,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-16,Real,Bancos pesos,Local,ARS,119526898.07
demo,2025-12-16,Real,Inversiones,Local,ARS,441699992.3
demo,2025-12-16,Proyectado,Cobranzas Proyectadas,Local,ARS,12456632.47
demo,2025-12-16,Proyectado,Pagos programados,Local,ARS,-34603331.11
demo,2025-12-17,Real,DISPONIBILIDADES,Local,ARS,1728024988.71
demo,2025-12-17,Real,Moneda extranjera,Local,ARS,1149524803.76
demo,2025-12-17,Real,Moneda extranjera,Extranjera,USD,799828.41
demo,2025-12-17,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-17,Real,Bancos pesos,Local,ARS,140983583.51
demo,2025-12-17,Real,Inversiones,Local,ARS,477091975.11
demo,2025-12-17,Proyectado,Cobranzas Proyectadas,Local,ARS,39098161.45
demo,2025-12-17,Proyectado,Pagos programados,Local,ARS,-78673535.11
demo,2025-12-18,Real,DISPONIBILIDADES,Local,ARS,1462114982.86
demo,2025-12-18,Real,Moneda extranjera,Local,ARS,902704117.54
demo,2025-12-18,Real,Moneda extranjera,Extranjera,USD,628092.93
demo,2025-12-18,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-18,Real,Bancos pesos,Local,ARS,114145132.16
demo,2025-12-18,Real,Inversiones,Local,ARS,494845209.07
demo,2025-12-18,Proyectado,Cobranzas Proyectadas,Local,ARS,30207657.71
demo,2025-12-18,Proyectado,Pagos programados,Local,ARS,-79787133.61
demo,2025-12-19,Real,DISPONIBILIDADES,Local,ARS,1558218615.63
demo,2025-12-19,Real,Moneda extranjera,Local,ARS,1080854632.23
demo,2025-12-19,Real,Moneda extranjera,Extranjera,USD,752048.36
demo,2025-12-19,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-19,Real,Bancos pesos,Local,ARS,152787629.05
demo,2025-12-19,Real,Inversiones,Local,ARS,392125809.65
demo,2025-12-19,Proyectado,Cobranzas Proyectadas,Local,ARS,11199269.09
demo,2025-12-19,Proyectado,Pagos programados,Local,ARS,-78748724.38
demo,2025-12-20,Real,DISPONIBILIDADES,Local,ARS,1603053842.97
demo,2025-12-20,Real,Moneda extranjera,Local,ARS,1147526790.37
demo,2025-12-20,Real,Moneda extranjera,Extranjera,USD,798438.21
demo,2025-12-20,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-20,Real,Bancos pesos,Local,ARS,146502573.18
demo,2025-12-20,Real,Inversiones,Local,ARS,370255516.25
demo,2025-12-20,Proyectado,Cobranzas Proyectadas,Local,ARS,11260337.94
demo,2025-12-20,Proyectado,Pagos programados,Local,ARS,-72491374.77
demo,2025-12-21,Real,DISPONIBILIDADES,Local,ARS,1559611941.25
demo,2025-12-21,Real,Moneda extranjera,Local,ARS,1064171367.08
demo,2025-12-21,Real,Moneda extranjera,Extranjera,USD,740440.3
demo,2025-12-21,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-21,Real,Bancos pesos,Local,ARS,136909900.32
demo,2025-12-21,Real,Inversiones,Local,ARS,398555804.65
demo,2025-12-21,Proyectado,Cobranzas Proyectadas,Local,ARS,19205985.4
demo,2025-12-21,Proyectado,Pagos programados,Local,ARS,-59231116.2
demo,2025-12-22,Real,DISPONIBILIDADES,Local,ARS,1559626848.97
demo,2025-12-22,Real,Moneda extranjera,Local,ARS,978706459.15
demo,2025-12-22,Real,Moneda extranjera,Extranjera,USD,680974.63
demo,2025-12-22,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-22,Real,Bancos pesos,Local,ARS,139180766.92
demo,2025-12-22,Real,Inversiones,Local,ARS,497331174.4
demo,2025-12-22,Proyectado,Cobranzas Proyectadas,Local,ARS,15513808.58
demo,2025-12-22,Proyectado,Pagos programados,Local,ARS,-71105360.08
demo,2025-12-23,Real,DISPONIBILIDADES,Local,ARS,1364714878.7
demo,2025-12-23,Real,Moneda extranjera,Local,ARS,767448896.83
demo,2025-12-23,Real,Moneda extranjera,Extranjera,USD,533983.63
demo,2025-12-23,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-23,Real,Bancos pesos,Local,ARS,129517329.33
demo,2025-12-23,Real,Inversiones,Local,ARS,455917227.43
demo,2025-12-23,Proyectado,Cobranzas Proyectadas,Local,ARS,33649749.09
demo,2025-12-23,Proyectado,Pagos programados,Local,ARS,-21818323.98
demo,2025-12-24,Real,DISPONIBILIDADES,Local,ARS,1513763771.49
demo,2025-12-24,Real,Moneda extranjera,Local,ARS,1102026478.21
demo,2025-12-24,Real,Moneda extranjera,Extranjera,USD,766779.53
demo,2025-12-24,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-24,Real,Bancos pesos,Local,ARS,126131551.91
demo,2025-12-24,Real,Inversiones,Local,ARS,311554433.07
demo,2025-12-24,Proyectado,Cobranzas Proyectadas,Local,ARS,24123495.29
demo,2025-12-24,Proyectado,Pagos programados,Local,ARS,-50072186.99
demo,2025-12-25,Real,DISPONIBILIDADES,Local,ARS,1573518331.13
demo,2025-12-25,Real,Moneda extranjera,Local,ARS,975257516.16
demo,2025-12-25,Real,Moneda extranjera,Extranjera,USD,678574.89
demo,2025-12-25,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-25,Real,Bancos pesos,Local,ARS,159815661.86
demo,2025-12-25,Real,Inversiones,Local,ARS,475084483.54
demo,2025-12-25,Proyectado,Cobranzas Proyectadas,Local,ARS,37083450.61
demo,2025-12-25,Proyectado,Pagos programados,Local,ARS,-73722781.04
demo,2025-12-26,Real,DISPONIBILIDADES,Local,ARS,1241521321.63
demo,2025-12-26,Real,Moneda extranjera,Local,ARS,733248707.82
demo,2025-12-26,Real,Moneda extranjera,Extranjera,USD,510187.47
demo,2025-12-26,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-26,Real,Bancos pesos,Local,ARS,122531497.02
demo,2025-12-26,Real,Inversiones,Local,ARS,394944508.68
demo,2025-12-26,Proyectado,Cobranzas Proyectadas,Local,ARS,22940208.68
demo,2025-12-26,Proyectado,Pagos programados,Local,ARS,-32143600.56
demo,2025-12-27,Real,DISPONIBILIDADES,Local,ARS,1273332736.61
demo,2025-12-27,Real,Moneda extranjera,Local,ARS,739606768.25
demo,2025-12-27,Real,Moneda extranjera,Extranjera,USD,514611.34
demo,2025-12-27,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-27,Real,Bancos pesos,Local,ARS,105168058.85
demo,2025-12-27,Real,Inversiones,Local,ARS,420430968.07
demo,2025-12-27,Proyectado,Cobranzas Proyectadas,Local,ARS,39333174.57
demo,2025-12-27,Proyectado,Pagos programados,Local,ARS,-31206233.14
demo,2025-12-28,Real,DISPONIBILIDADES,Local,ARS,1234793828.54
demo,2025-12-28,Real,Moneda extranjera,Local,ARS,762445239.69
demo,2025-12-28,Real,Moneda extranjera,Extranjera,USD,530502.14
demo,2025-12-28,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-28,Real,Bancos pesos,Local,ARS,92372619.97
demo,2025-12-28,Real,Inversiones,Local,ARS,419443748.76
demo,2025-12-28,Proyectado,Cobranzas Proyectadas,Local,ARS,24811351.09
demo,2025-12-28,Proyectado,Pagos programados,Local,ARS,-64279130.97
demo,2025-12-29,Real,DISPONIBILIDADES,Local,ARS,1345589611.6
demo,2025-12-29,Real,Moneda extranjera,Local,ARS,915583687.29
demo,2025-12-29,Real,Moneda extranjera,Extranjera,USD,637054.41
demo,2025-12-29,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-29,Real,Bancos pesos,Local,ARS,125900632.14
demo,2025-12-29,Real,Inversiones,Local,ARS,338086310.27
demo,2025-12-29,Proyectado,Cobranzas Proyectadas,Local,ARS,24098597.72
demo,2025-12-29,Proyectado,Pagos programados,Local,ARS,-58079615.83
demo,2025-12-30,Real,DISPONIBILIDADES,Local,ARS,1455132153.6
demo,2025-12-30,Real,Moneda extranjera,Local,ARS,913400555.82
demo,2025-12-30,Real,Moneda extranjera,Extranjera,USD,635535.41
demo,2025-12-30,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-30,Real,Bancos pesos,Local,ARS,153516377.95
demo,2025-12-30,Real,Inversiones,Local,ARS,446305498.76
demo,2025-12-30,Proyectado,Cobranzas Proyectadas,Local,ARS,14842148.84
demo,2025-12-30,Proyectado,Pagos programados,Local,ARS,-72932427.78
demo,2025-12-31,Real,DISPONIBILIDADES,Local,ARS,1384900579.0
demo,2025-12-31,Real,Moneda extranjera,Local,ARS,810486718.8
demo,2025-12-31,Real,Moneda extranjera,Extranjera,USD,563928.94
demo,2025-12-31,Real,Tipo de cambio USD,Local,USD,1437.21
demo,2025-12-31,Real,Bancos pesos,Local,ARS,122659449.93
demo,2025-12-31,Real,Inversiones,Local,ARS,462020684.56
demo,2025-12-31,Proyectado,Cobranzas Proyectadas,Local,ARS,32551965.91
demo,2025-12-31,Proyectado,Pagos programados,Local,ARS,-42818240.2
demo,2026-01-01,Real,DISPONIBILIDADES,Local,ARS,1595495456.47
demo,2026-01-01,Real,Moneda extranjera,Local,ARS,1062739138.65
demo,2026-01-01,Real,Moneda extranjera,Extranjera,USD,726252.86
demo,2026-01-01,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-01,Real,Bancos pesos,Local,ARS,98521350.4
demo,2026-01-01,Real,Inversiones,Local,ARS,484050765.84
demo,2026-01-01,Proyectado,Cobranzas Proyectadas,Local,ARS,15375564.07
demo,2026-01-01,Proyectado,Pagos programados,Local,ARS,-65191362.48
demo,2026-01-02,Real,DISPONIBILIDADES,Local,ARS,1630337653.08
demo,2026-01-02,Real,Moneda extranjera,Local,ARS,1029475159.23
demo,2026-01-02,Real,Moneda extranjera,Extranjera,USD,703520.98
demo,2026-01-02,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-02,Real,Bancos pesos,Local,ARS,157810979.54
demo,2026-01-02,Real,Inversiones,Local,ARS,457316789.14
demo,2026-01-02,Proyectado,Cobranzas Proyectadas,Local,ARS,32551277.56
demo,2026-01-02,Proyectado,Pagos programados,Local,ARS,-46816552.4
demo,2026-01-03,Real,DISPONIBILIDADES,Local,ARS,1393418563.14
demo,2026-01-03,Real,Moneda extranjera,Local,ARS,972657196.04
demo,2026-01-03,Real,Moneda extranjera,Extranjera,USD,664692.81
demo,2026-01-03,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-03,Real,Bancos pesos,Local,ARS,107541642.5
demo,2026-01-03,Real,Inversiones,Local,ARS,333496844.46
demo,2026-01-03,Proyectado,Cobranzas Proyectadas,Local,ARS,24298035.65
demo,2026-01-03,Proyectado,Pagos programados,Local,ARS,-44575155.52
demo,2026-01-04,Real,DISPONIBILIDADES,Local,ARS,1299122258.24
demo,2026-01-04,Real,Moneda extranjera,Local,ARS,824726198.43
demo,2026-01-04,Real,Moneda extranjera,Extranjera,USD,563599.98
demo,2026-01-04,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-04,Real,Bancos pesos,Local,ARS,111160311.98
demo,2026-01-04,Real,Inversiones,Local,ARS,357651822.47
demo,2026-01-04,Proyectado,Cobranzas Proyectadas,Local,ARS,32626262.34
demo,2026-01-04,Proyectado,Pagos programados,Local,ARS,-27042336.97
demo,2026-01-05,Real,DISPONIBILIDADES,Local,ARS,1584969422.22
demo,2026-01-05,Real,Moneda extranjera,Local,ARS,1007950595.85
demo,2026-01-05,Real,Moneda extranjera,Extranjera,USD,688811.56
demo,2026-01-05,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-05,Real,Bancos pesos,Local,ARS,156128578.11
demo,2026-01-05,Real,Inversiones,Local,ARS,440342729.97
demo,2026-01-05,Proyectado,Cobranzas Proyectadas,Local,ARS,37689919.99
demo,2026-01-05,Proyectado,Pagos programados,Local,ARS,-57142401.7
demo,2026-01-06,Real,DISPONIBILIDADES,Local,ARS,1456098359.41
demo,2026-01-06,Real,Moneda extranjera,Local,ARS,1015914430.67
demo,2026-01-06,Real,Moneda extranjera,Extranjera,USD,694253.87
demo,2026-01-06,Real,Tipo de cambio USD,Local,USD,1463.32
demo,2026-01-06,Real,Bancos pesos,Local,ARS,117916773.64
demo,2026-01-06,Real,Inversiones,Local,ARS,358914265.41
demo,2026-01-06,Proyectado,Cobranzas Proyectadas,Local,ARS,34038924.71
demo,2026-01-06,Proyectado,Pagos programados,Local,ARS,-70686035.01
demo,2026-01-07,Real,DISPONIBILIDADES,Local,ARS,1643395933.3
