hotel,fecha,tipo,total_occ,arr_rooms,comp_rooms,house_use,deduct_indiv,deduct_group,occ_pct,room_revenue,adr,dep_rooms,day_use,no_show,ooo,personas,fecha_reporte
demo-centro,2024-09-04,History,166,58,0,0,127,39,0.7545,26450.58,159.34,55,0,0,0,282,2026-09-25
demo-costa,2024-09-04,History,72,25,0,0,63,9,0.5143,10509.54,145.97,24,0,0,0,122,2026-09-25
demo-centro,2024-09-05,History,124,43,0,0,95,29,0.5636,19397.66,156.43,41,0,0,0,211,2026-09-25
demo-costa,2024-09-05,History,67,23,0,0,57,10,0.4786,9892.58,147.65,22,0,0,0,114,2026-09-25
demo-centro,2024-09-06,History,159,56,0,0,105,54,0.7227,24886.5,156.52,52,0,0,0,270,2026-09-25
demo-costa,2024-09-06,History,74,26,0,0,51,23,0.5286,10327.45,139.56,24,0,0,0,126,2026-09-25
demo-centro,2024-09-07,History,180,63,0,0,129,51,0.8182,27915.49,155.09,59,0,0,0,306,2026-09-25
demo-costa,2024-09-07,History,83,29,0,0,64,19,0.5929,11608.97,139.87,27,0,0,0,141,2026-09-25
demo-centro,2024-09-08,History,138,48,0,0,109,29,0.6273,22768.44,164.99,46,0,0,0,235,2026-09-25
demo-costa,2024-09-08,History,73,26,0,0,51,22,0.5214,10123.03,138.67,24,0,0,0,124,2026-09-25
demo-centro,2024-09-09,History,159,56,0,0,137,22,0.7227,26787.67,168.48,52,0,0,0,270,2026-09-25
demo-costa,2024-09-09,History,72,25,0,0,63,9,0.5143,10102.7,140.32,24,0,0,0,122,2026-09-25
demo-centro,2024-09-10,History,153,54,0,0,105,48,0.6955,23571.78,154.06,50,0,0,0,260,2026-09-25
demo-costa,2024-09-10,History,74,26,0,0,53,21,0.5286,10626.36,143.6,24,0,0,0,126,2026-09-25
demo-centro,2024-09-11,History,150,52,0,0,127,23,0.6818,24931.12,166.21,50,0,0,0,255,2026-09-25
demo-costa,2024-09-11,History,78,27,0,0,70,8,0.5571,11079.94,142.05,26,0,0,0,133,2026-09-25
demo-centro,2024-09-12,History,140,49,0,0,107,33,0.6364,21784.45,155.6,46,0,0,0,238,2026-09-25
demo-costa,2024-09-12,History,73,26,0,0,58,15,0.5214,11056.82,151.46,24,0,0,0,124,2026-09-25
demo-centro,2024-09-13,History,145,51,0,0,128,17,0.6591,23607.03,162.81,48,0,0,0,246,2026-09-25
demo-costa,2024-09-13,History,83,29,0,0,66,17,0.5929,11545.01,139.1,27,0,0,0,141,2026-09-25
demo-centro,2024-09-14,History,180,63,0,0,119,61,0.8182,29053.73,161.41,59,0,0,0,306,2026-09-25
demo-costa,2024-09-14,History,85,30,0,0,62,23,0.6071,12003.07,141.21,28,0,0,0,144,2026-09-25
demo-centro,2024-09-15,History,126,44,0,0,85,41,0.5727,21037.54,166.96,42,0,0,0,214,2026-09-25
demo-costa,2024-09-15,History,66,23,0,0,53,13,0.4714,9256.62,140.25,22,0,0,0,112,2026-09-25
demo-centro,2024-09-16,History,164,57,0,0,129,35,0.7455,27149.11,165.54,54,0,0,0,279,2026-09-25
demo-costa,2024-09-16,History,72,25,0,0,54,18,0.5143,10736.78,149.12,24,0,0,0,122,2026-09-25
demo-centro,2024-09-17,History,160,56,0,0,124,36,0.7273,25847.75,161.55,53,0,0,0,272,2026-09-25
demo-costa,2024-09-17,History,70,24,0,0,59,11,0.5,10525.1,150.36,23,0,0,0,119,2026-09-25
demo-centro,2024-09-18,History,144,50,0,0,129,15,0.6545,23709.76,164.65,48,0,0,0,245,2026-09-25
demo-costa,2024-09-18,History,75,26,0,0,56,19,0.5357,11252.67,150.04,25,0,0,0,128,2026-09-25
demo-centro,2024-09-19,History,144,50,0,0,97,47,0.6545,23120.68,160.56,48,0,0,0,245,2026-09-25
demo-costa,2024-09-19,History,70,24,0,0,60,10,0.5,9914.39,141.63,23,0,0,0,119,2026-09-25
demo-centro,2024-09-20,History,188,66,0,0,125,63,0.8545,29737.57,158.18,62,0,0,0,320,2026-09-25
demo-costa,2024-09-20,History,67,23,0,0,48,19,0.4786,9329.84,139.25,22,0,0,0,114,2026-09-25
demo-centro,2024-09-21,History,182,64,0,0,140,42,0.8273,29921.54,164.4,60,0,0,0,309,2026-09-25
demo-costa,2024-09-21,History,70,24,0,0,46,24,0.5,10591.15,151.3,23,0,0,0,119,2026-09-25
demo-centro,2024-09-22,History,148,52,0,0,124,24,0.6727,23378.61,157.96,49,0,0,0,252,2026-09-25
demo-costa,2024-09-22,History,76,27,0,0,64,12,0.5429,11259.68,148.15,25,0,0,0,129,2026-09-25
demo-centro,2024-09-23,History,143,50,0,0,94,49,0.65,24245.66,169.55,47,0,0,0,243,2026-09-25
demo-costa,2024-09-23,History,73,26,0,0,61,12,0.5214,11046.46,151.32,24,0,0,0,124,2026-09-25
demo-centro,2024-09-24,History,168,59,0,0,146,22,0.7636,28233.31,168.06,55,0,0,0,286,2026-09-25
demo-costa,2024-09-24,History,72,25,0,0,48,24,0.5143,10562.27,146.7,24,0,0,0,122,2026-09-25
demo-centro,2024-09-25,History,158,55,0,0,111,47,0.7182,26034.78,164.78,52,0,0,0,269,2026-09-25
demo-costa,2024-09-25,History,62,22,0,0,41,21,0.4429,9205.84,148.48,20,0,0,0,105,2026-09-25
demo-centro,2024-09-26,History,136,48,0,0,121,15,0.6182,22608.61,166.24,45,0,0,0,231,2026-09-25
demo-costa,2024-09-26,History,75,26,0,0,53,22,0.5357,10398.59,138.65,25,0,0,0,128,2026-09-25
demo-centro,2024-09-27,History,181,63,0,0,152,29,0.8227,30143.65,166.54,60,0,0,0,308,2026-09-25
demo-costa,2024-09-27,History,94,33,0,0,72,22,0.6714,13451.82,143.1,31,0,0,0,160,2026-09-25
demo-centro,2024-09-28,History,178,62,0,0,157,21,0.8091,28146.05,158.12,59,0,0,0,303,2026-09-25
demo-costa,2024-09-28,History,78,27,0,0,67,11,0.5571,11339.68,145.38,26,0,0,0,133,2026-09-25
demo-centro,2024-09-29,History,141,49,0,0,124,17,0.6409,22400.09,158.87,47,0,0,0,240,2026-09-25
demo-costa,2024-09-29,History,68,24,0,0,48,20,0.4857,10194.79,149.92,22,0,0,0,116,2026-09-25
demo-centro,2024-09-30,History,178,62,0,0,123,55,0.8091,28002.61,157.32,59,0,0,0,303,2026-09-25
demo-costa,2024-09-30,History,73,26,0,0,65,8,0.5214,10442.9,143.05,24,0,0,0,124,2026-09-25
demo-centro,2024-10-01,History,144,50,0,0,97,47,0.6545,23653.88,164.26,48,0,0,0,245,2026-09-25
demo-costa,2024-10-01,History,74,26,0,0,52,22,0.5286,10666.65,144.14,24,0,0,0,126,2026-09-25
demo-centro,2024-10-02,History,169,59,0,0,150,19,0.7682,26317.96,155.73,56,0,0,0,287,2026-09-25
demo-costa,2024-10-02,History,86,30,0,0,75,11,0.6143,12359.92,143.72,28,0,0,0,146,2026-09-25
demo-centro,2024-10-03,History,156,55,0,0,125,31,0.7091,24245.16,155.42,51,0,0,0,265,2026-09-25
demo-costa,2024-10-03,History,79,28,0,0,53,26,0.5643,12120.26,153.42,26,0,0,0,134,2026-09-25
demo-centro,2024-10-04,History,191,67,0,0,128,63,0.8682,29740.01,155.71,63,0,0,0,325,2026-09-25
demo-costa,2024-10-04,History,96,34,0,0,71,25,0.6857,13565.81,141.31,32,0,0,0,163,2026-09-25
demo-centro,2024-10-05,History,170,59,0,0,151,19,0.7727,28887.69,169.93,56,0,0,0,289,2026-09-25
demo-costa,2024-10-05,History,94,33,0,0,72,22,0.6714,13462.7,143.22,31,0,0,0,160,2026-09-25
demo-centro,2024-10-06,History,141,49,0,0,111,30,0.6409,23793.99,168.75,47,0,0,0,240,2026-09-25
demo-costa,2024-10-06,History,70,24,0,0,52,18,0.5,10847.47,154.96,23,0,0,0,119,2026-09-25
demo-centro,2024-10-07,History,166,58,0,0,128,38,0.7545,27948.91,168.37,55,0,0,0,282,2026-09-25
demo-costa,2024-10-07,History,78,27,0,0,58,20,0.5571,12110.1,155.26,26,0,0,0,133,2026-09-25
demo-centro,2024-10-08,History,164,57,0,0,116,48,0.7455,25329.66,154.45,54,0,0,0,279,2026-09-25
demo-costa,2024-10-08,History,75,26,0,0,62,13,0.5357,11614.74,154.86,25,0,0,0,128,2026-09-25
demo-centro,2024-10-09,History,171,60,0,0,121,50,0.7773,28482.13,166.56,56,0,0,0,291,2026-09-25
demo-costa,2024-10-09,History,83,29,0,0,61,22,0.5929,11997.04,144.54,27,0,0,0,141,2026-09-25
demo-centro,2024-10-10,History,153,54,0,0,131,22,0.6955,25830.87,168.83,50,0,0,0,260,2026-09-25
demo-costa,2024-10-10,History,80,28,0,0,63,17,0.5714,12384.97,154.81,26,0,0,0,136,2026-09-25
demo-centro,2024-10-11,History,181,63,0,0,127,54,0.8227,28001.07,154.7,60,0,0,0,308,2026-09-25
demo-costa,2024-10-11,History,96,34,0,0,75,21,0.6857,13798.16,143.73,32,0,0,0,163,2026-09-25
demo-centro,2024-10-12,History,169,59,0,0,121,48,0.7682,28375.69,167.9,56,0,0,0,287,2026-09-25
demo-costa,2024-10-12,History,98,34,0,0,78,20,0.7,14500.4,147.96,32,0,0,0,167,2026-09-25
demo-centro,2024-10-13,History,126,44,0,0,109,17,0.5727,20863.27,165.58,42,0,0,0,214,2026-09-25
demo-costa,2024-10-13,History,90,31,0,0,78,12,0.6429,12702.62,141.14,30,0,0,0,153,2026-09-25
demo-centro,2024-10-14,History,171,60,0,0,151,20,0.7773,28058.61,164.09,56,0,0,0,291,2026-09-25
demo-costa,2024-10-14,History,90,31,0,0,74,16,0.6429,12940.16,143.78,30,0,0,0,153,2026-09-25
demo-centro,2024-10-15,History,152,53,0,0,99,53,0.6909,25812.07,169.82,50,0,0,0,258,2026-09-25
demo-costa,2024-10-15,History,79,28,0,0,64,15,0.5643,12139.2,153.66,26,0,0,0,134,2026-09-25
demo-centro,2024-10-16,History,129,45,0,0,111,18,0.5864,21075.22,163.37,43,0,0,0,219,2026-09-25
demo-costa,2024-10-16,History,81,28,0,0,68,13,0.5786,12129.23,149.74,27,0,0,0,138,2026-09-25
demo-centro,2024-10-17,History,160,56,0,0,122,38,0.7273,26718.79,166.99,53,0,0,0,272,2026-09-25
demo-costa,2024-10-17,History,80,28,0,0,58,22,0.5714,12420.38,155.25,26,0,0,0,136,2026-09-25
demo-centro,2024-10-18,History,177,62,0,0,140,37,0.8045,30021.43,169.61,58,0,0,0,301,2026-09-25
demo-costa,2024-10-18,History,91,32,0,0,67,24,0.65,13432.22,147.61,30,0,0,0,155,2026-09-25
demo-centro,2024-10-19,History,179,63,0,0,148,31,0.8136,29413.23,164.32,59,0,0,0,304,2026-09-25
demo-costa,2024-10-19,History,98,34,0,0,85,13,0.7,14653.92,149.53,32,0,0,0,167,2026-09-25
demo-centro,2024-10-20,History,135,47,0,0,106,29,0.6136,21964.58,162.7,45,0,0,0,230,2026-09-25
demo-costa,2024-10-20,History,78,27,0,0,51,27,0.5571,11792.34,151.18,26,0,0,0,133,2026-09-25
demo-centro,2024-10-21,History,147,51,0,0,112,35,0.6682,24671.6,167.83,49,0,0,0,250,2026-09-25
demo-costa,2024-10-21,History,76,27,0,0,65,11,0.5429,11398.08,149.97,25,0,0,0,129,2026-09-25
demo-centro,2024-10-22,History,141,49,0,0,94,47,0.6409,22532.16,159.8,47,0,0,0,240,2026-09-25
demo-costa,2024-10-22,History,77,27,0,0,54,23,0.55,11865.03,154.09,25,0,0,0,131,2026-09-25
demo-centro,2024-10-23,History,140,49,0,0,107,33,0.6364,22394.59,159.96,46,0,0,0,238,2026-09-25
demo-costa,2024-10-23,History,94,33,0,0,71,23,0.6714,14083.64,149.83,31,0,0,0,160,2026-09-25
demo-centro,2024-10-24,History,161,56,0,0,109,52,0.7318,24870.45,154.47,53,0,0,0,274,2026-09-25
demo-costa,2024-10-24,History,73,26,0,0,65,8,0.5214,10486.63,143.65,24,0,0,0,124,2026-09-25
demo-centro,2024-10-25,History,168,59,0,0,113,55,0.7636,28568.79,170.05,55,0,0,0,286,2026-09-25
demo-costa,2024-10-25,History,94,33,0,0,80,14,0.6714,13838.9,147.22,31,0,0,0,160,2026-09-25
demo-centro,2024-10-26,History,180,63,0,0,155,25,0.8182,28016.26,155.65,59,0,0,0,306,2026-09-25
demo-costa,2024-10-26,History,97,34,0,0,83,14,0.6929,13810.61,142.38,32,0,0,0,165,2026-09-25
demo-centro,2024-10-27,History,138,48,0,0,91,47,0.6273,21812.03,158.06,46,0,0,0,235,2026-09-25
demo-costa,2024-10-27,History,80,28,0,0,59,21,0.5714,12005.42,150.07,26,0,0,0,136,2026-09-25
demo-centro,2024-10-28,History,167,58,0,0,124,43,0.7591,25827.17,154.65,55,0,0,0,284,2026-09-25
demo-costa,2024-10-28,History,83,29,0,0,71,12,0.5929,11860.82,142.9,27,0,0,0,141,2026-09-25
demo-centro,2024-10-29,History,141,49,0,0,101,40,0.6409,23058.42,163.53,47,0,0,0,240,2026-09-25
demo-costa,2024-10-29,History,88,31,0,0,75,13,0.6286,13556.79,154.05,29,0,0,0,150,2026-09-25
demo-centro,2024-10-30,History,147,51,0,0,110,37,0.6682,23305.32,158.54,49,0,0,0,250,2026-09-25
demo-costa,2024-10-30,History,93,33,0,0,66,27,0.6643,14375.54,154.58,31,0,0,0,158,2026-09-25
demo-centro,2024-10-31,History,138,48,0,0,104,34,0.6273,21300.43,154.35,46,0,0,0,235,2026-09-25
demo-costa,2024-10-31,History,82,29,0,0,59,23,0.5857,12081.67,147.34,27,0,0,0,139,2026-09-25
demo-centro,2024-11-01,History,175,61,0,0,146,29,0.7955,27103.49,154.88,58,0,0,0,298,2026-09-25
demo-costa,2024-11-01,History,100,35,0,0,73,27,0.7143,15518.84,155.19,33,0,0,0,170,2026-09-25
demo-centro,2024-11-02,History,174,61,0,0,121,53,0.7909,29121.23,167.36,57,0,0,0,296,2026-09-25
demo-costa,2024-11-02,History,105,37,0,0,88,17,0.75,16436.05,156.53,35,0,0,0,178,2026-09-25
demo-centro,2024-11-03,History,155,54,0,0,121,34,0.7045,23929.08,154.38,51,0,0,0,264,2026-09-25
demo-costa,2024-11-03,History,76,27,0,0,56,20,0.5429,12010.13,158.03,25,0,0,0,129,2026-09-25
demo-centro,2024-11-04,History,165,58,0,0,116,49,0.75,26647.05,161.5,54,0,0,0,280,2026-09-25
demo-costa,2024-11-04,History,108,38,0,0,76,32,0.7714,17090.34,158.24,36,0,0,0,184,2026-09-25
demo-centro,2024-11-05,History,141,49,0,0,125,16,0.6409,22403.22,158.89,47,0,0,0,240,2026-09-25
demo-costa,2024-11-05,History,98,34,0,0,71,27,0.7,14307.44,145.99,32,0,0,0,167,2026-09-25
demo-centro,2024-11-06,History,143,50,0,0,109,34,0.65,22848.13,159.78,47,0,0,0,243,2026-09-25
demo-costa,2024-11-06,History,94,33,0,0,62,32,0.6714,14017.78,149.13,31,0,0,0,160,2026-09-25
demo-centro,2024-11-07,History,142,50,0,0,127,15,0.6455,22564.64,158.91,47,0,0,0,241,2026-09-25
demo-costa,2024-11-07,History,100,35,0,0,67,33,0.7143,15532.59,155.33,33,0,0,0,170,2026-09-25
demo-centro,2024-11-08,History,173,61,0,0,125,48,0.7864,27432.52,158.57,57,0,0,0,294,2026-09-25
demo-costa,2024-11-08,History,110,38,0,0,93,17,0.7857,16712.12,151.93,36,0,0,0,187,2026-09-25
demo-centro,2024-11-09,History,187,65,0,0,168,19,0.85,30924.57,165.37,62,0,0,0,318,2026-09-25
demo-costa,2024-11-09,History,105,37,0,0,81,24,0.75,16174.59,154.04,35,0,0,0,178,2026-09-25
demo-centro,2024-11-10,History,143,50,0,0,125,18,0.65,23923.96,167.3,47,0,0,0,243,2026-09-25
demo-costa,2024-11-10,History,92,32,0,0,67,25,0.6571,13771.51,149.69,30,0,0,0,156,2026-09-25
demo-centro,2024-11-11,History,132,46,0,0,118,14,0.6,20351.95,154.18,44,0,0,0,224,2026-09-25
demo-costa,2024-11-11,History,100,35,0,0,81,19,0.7143,14918.75,149.19,33,0,0,0,170,2026-09-25
demo-centro,2024-11-12,History,155,54,0,0,108,47,0.7045,25319.8,163.35,51,0,0,0,264,2026-09-25
demo-costa,2024-11-12,History,97,34,0,0,76,21,0.6929,14654.11,151.07,32,0,0,0,165,2026-09-25
demo-centro,2024-11-13,History,153,54,0,0,124,29,0.6955,25753.2,168.32,50,0,0,0,260,2026-09-25
demo-costa,2024-11-13,History,94,33,0,0,84,10,0.6714,14172.18,150.77,31,0,0,0,160,2026-09-25
demo-centro,2024-11-14,History,147,51,0,0,129,18,0.6682,22777.56,154.95,49,0,0,0,250,2026-09-25
demo-costa,2024-11-14,History,91,32,0,0,64,27,0.65,13166.78,144.69,30,0,0,0,155,2026-09-25
demo-centro,2024-11-15,History,175,61,0,0,117,58,0.7955,28374.39,162.14,58,0,0,0,298,2026-09-25
demo-costa,2024-11-15,History,104,36,0,0,85,19,0.7429,15727.83,151.23,34,0,0,0,177,2026-09-25
demo-centro,2024-11-16,History,165,58,0,0,145,20,0.75,27147.55,164.53,54,0,0,0,280,2026-09-25
demo-costa,2024-11-16,History,99,35,0,0,76,23,0.7071,14823.66,149.73,33,0,0,0,168,2026-09-25
demo-centro,2024-11-17,History,143,50,0,0,113,30,0.65,23590.85,164.97,47,0,0,0,243,2026-09-25
demo-costa,2024-11-17,History,94,33,0,0,82,12,0.6714,14802.32,157.47,31,0,0,0,160,2026-09-25
demo-centro,2024-11-18,History,141,49,0,0,106,35,0.6409,21834.07,154.85,47,0,0,0,240,2026-09-25
demo-costa,2024-11-18,History,91,32,0,0,66,25,0.65,13239.49,145.49,30,0,0,0,155,2026-09-25
demo-centro,2024-11-19,History,153,54,0,0,127,26,0.6955,25884.67,169.18,50,0,0,0,260,2026-09-25
demo-costa,2024-11-19,History,99,35,0,0,89,10,0.7071,14868.53,150.19,33,0,0,0,168,2026-09-25
demo-centro,2024-11-20,History,160,56,0,0,144,16,0.7273,26351.51,164.7,53,0,0,0,272,2026-09-25
demo-costa,2024-11-20,History,99,35,0,0,71,28,0.7071,15480.14,156.37,33,0,0,0,168,2026-09-25
demo-centro,2024-11-21,History,149,52,0,0,129,20,0.6773,24674.81,165.6,49,0,0,0,253,2026-09-25
demo-costa,2024-11-21,History,98,34,0,0,85,13,0.7,15046.51,153.54,32,0,0,0,167,2026-09-25
demo-centro,2024-11-22,History,169,59,0,0,133,36,0.7682,27715.79,164.0,56,0,0,0,287,2026-09-25
demo-costa,2024-11-22,History,109,38,0,0,90,19,0.7786,16545.17,151.79,36,0,0,0,185,2026-09-25
demo-centro,2024-11-23,History,167,58,0,0,131,36,0.7591,27606.47,165.31,55,0,0,0,284,2026-09-25
demo-costa,2024-11-23,History,92,32,0,0,67,25,0.6571,14091.53,153.17,30,0,0,0,156,2026-09-25
demo-centro,2024-11-24,History,128,45,0,0,87,41,0.5818,21534.01,168.23,42,0,0,0,218,2026-09-25
demo-costa,2024-11-24,History,91,32,0,0,65,26,0.65,14054.44,154.44,30,0,0,0,155,2026-09-25
demo-centro,2024-11-25,History,158,55,0,0,126,32,0.7182,25171.18,159.31,52,0,0,0,269,2026-09-25
demo-costa,2024-11-25,History,95,33,0,0,81,14,0.6786,15037.68,158.29,31,0,0,0,162,2026-09-25
demo-centro,2024-11-26,History,166,58,0,0,141,25,0.7545,26683.1,160.74,55,0,0,0,282,2026-09-25
demo-costa,2024-11-26,History,82,29,0,0,66,16,0.5857,12317.32,150.21,27,0,0,0,139,2026-09-25
demo-centro,2024-11-27,History,151,53,0,0,107,44,0.6864,24136.39,159.84,50,0,0,0,257,2026-09-25
demo-costa,2024-11-27,History,95,33,0,0,72,23,0.6786,14470.88,152.33,31,0,0,0,162,2026-09-25
demo-centro,2024-11-28,History,140,49,0,0,125,15,0.6364,22265.3,159.04,46,0,0,0,238,2026-09-25
demo-costa,2024-11-28,History,89,31,0,0,70,19,0.6357,13096.88,147.16,29,0,0,0,151,2026-09-25
demo-centro,2024-11-29,History,178,62,0,0,149,29,0.8091,29849.49,167.69,59,0,0,0,303,2026-09-25
demo-costa,2024-11-29,History,105,37,0,0,74,31,0.75,15501.86,147.64,35,0,0,0,178,2026-09-25
demo-centro,2024-11-30,History,165,58,0,0,129,36,0.75,26981.81,163.53,54,0,0,0,280,2026-09-25
demo-costa,2024-11-30,History,103,36,0,0,70,33,0.7357,15271.16,148.26,34,0,0,0,175,2026-09-25
demo-centro,2024-12-01,History,132,46,0,0,88,44,0.6,20773.83,157.38,44,0,0,0,224,2026-09-25
demo-costa,2024-12-01,History,109,38,0,0,88,21,0.7786,17075.01,156.65,36,0,0,0,185,2026-09-25
demo-centro,2024-12-02,History,118,41,0,0,84,34,0.5364,18231.81,154.51,39,0,0,0,201,2026-09-25
demo-costa,2024-12-02,History,111,39,0,0,81,30,0.7929,16768.62,151.07,37,0,0,0,189,2026-09-25
demo-centro,2024-12-03,History,124,43,0,0,91,33,0.5636,19920.41,160.65,41,0,0,0,211,2026-09-25
demo-costa,2024-12-03,History,119,42,0,0,80,39,0.85,18027.61,151.49,39,0,0,0,202,2026-09-25
demo-centro,2024-12-04,History,123,43,0,0,96,27,0.5591,19438.05,158.03,41,0,0,0,209,2026-09-25
demo-costa,2024-12-04,History,107,37,0,0,83,24,0.7643,17294.3,161.63,35,0,0,0,182,2026-09-25
demo-centro,2024-12-05,History,112,39,0,0,98,14,0.5091,18116.98,161.76,37,0,0,0,190,2026-09-25
demo-costa,2024-12-05,History,114,40,0,0,83,31,0.8143,18465.41,161.98,38,0,0,0,194,2026-09-25
demo-centro,2024-12-06,History,117,41,0,0,86,31,0.5318,19091.2,163.17,39,0,0,0,199,2026-09-25
demo-costa,2024-12-06,History,136,48,0,0,113,23,0.9714,21804.24,160.33,45,0,0,0,231,2026-09-25
demo-centro,2024-12-07,History,154,54,0,0,112,42,0.7,25148.16,163.3,51,0,0,0,262,2026-09-25
demo-costa,2024-12-07,History,126,44,0,0,103,23,0.9,18814.4,149.32,42,0,0,0,214,2026-09-25
demo-centro,2024-12-08,History,125,44,0,0,84,41,0.5682,19322.8,154.58,41,0,0,0,212,2026-09-25
demo-costa,2024-12-08,History,113,40,0,0,79,34,0.8071,18468.19,163.44,37,0,0,0,192,2026-09-25
demo-centro,2024-12-09,History,113,40,0,0,82,31,0.5136,17226.23,152.44,37,0,0,0,192,2026-09-25
demo-costa,2024-12-09,History,107,37,0,0,74,33,0.7643,17182.92,160.59,35,0,0,0,182,2026-09-25
demo-centro,2024-12-10,History,135,47,0,0,104,31,0.6136,21059.55,156.0,45,0,0,0,230,2026-09-25
demo-costa,2024-12-10,History,133,47,0,0,103,30,0.95,20138.82,151.42,44,0,0,0,226,2026-09-25
demo-centro,2024-12-11,History,140,49,0,0,98,42,0.6364,22146.27,158.19,46,0,0,0,238,2026-09-25
demo-costa,2024-12-11,History,113,40,0,0,84,29,0.8071,17315.92,153.24,37,0,0,0,192,2026-09-25
demo-centro,2024-12-12,History,129,45,0,0,108,21,0.5864,21001.38,162.8,43,0,0,0,219,2026-09-25
demo-costa,2024-12-12,History,117,41,0,0,100,17,0.8357,18707.8,159.9,39,0,0,0,199,2026-09-25
demo-centro,2024-12-13,History,147,51,0,0,114,33,0.6682,23033.14,156.69,49,0,0,0,250,2026-09-25
demo-costa,2024-12-13,History,133,47,0,0,96,37,0.95,20013.34,150.48,44,0,0,0,226,2026-09-25
demo-centro,2024-12-14,History,133,47,0,0,119,14,0.6045,21732.79,163.4,44,0,0,0,226,2026-09-25
demo-costa,2024-12-14,History,134,47,0,0,113,21,0.9571,21084.12,157.34,44,0,0,0,228,2026-09-25
demo-centro,2024-12-15,History,114,40,0,0,101,13,0.5182,17984.97,157.76,38,0,0,0,194,2026-09-25
demo-costa,2024-12-15,History,103,36,0,0,78,25,0.7357,15434.71,149.85,34,0,0,0,175,2026-09-25
demo-centro,2024-12-16,History,129,45,0,0,108,21,0.5864,20370.62,157.91,43,0,0,0,219,2026-09-25
demo-costa,2024-12-16,History,119,42,0,0,100,19,0.85,17933.38,150.7,39,0,0,0,202,2026-09-25
demo-centro,2024-12-17,History,137,48,0,0,97,40,0.6227,20653.52,150.76,45,0,0,0,233,2026-09-25
demo-costa,2024-12-17,History,116,41,0,0,77,39,0.8286,17406.02,150.05,38,0,0,0,197,2026-09-25
demo-centro,2024-12-18,History,126,44,0,0,88,38,0.5727,20726.09,164.49,42,0,0,0,214,2026-09-25
demo-costa,2024-12-18,History,129,45,0,0,84,45,0.9214,21034.49,163.06,43,0,0,0,219,2026-09-25
demo-centro,2024-12-19,History,145,51,0,0,100,45,0.6591,23224.26,160.17,48,0,0,0,246,2026-09-25
demo-costa,2024-12-19,History,117,41,0,0,86,31,0.8357,18601.3,158.99,39,0,0,0,199,2026-09-25
demo-centro,2024-12-20,History,137,48,0,0,100,37,0.6227,20851.69,152.2,45,0,0,0,233,2026-09-25
demo-costa,2024-12-20,History,127,44,0,0,94,33,0.9071,19094.44,150.35,42,0,0,0,216,2026-09-25
demo-centro,2024-12-21,History,135,47,0,0,117,18,0.6136,21159.26,156.74,45,0,0,0,230,2026-09-25
demo-costa,2024-12-21,History,136,48,0,0,115,21,0.9714,21180.12,155.74,45,0,0,0,231,2026-09-25
demo-centro,2024-12-22,History,121,42,0,0,108,13,0.55,18380.8,151.91,40,0,0,0,206,2026-09-25
demo-costa,2024-12-22,History,103,36,0,0,89,14,0.7357,15783.87,153.24,34,0,0,0,175,2026-09-25
demo-centro,2024-12-23,History,119,42,0,0,94,25,0.5409,17934.64,150.71,39,0,0,0,202,2026-09-25
demo-costa,2024-12-23,History,114,40,0,0,99,15,0.8143,18627.4,163.4,38,0,0,0,194,2026-09-25
demo-centro,2024-12-24,History,132,46,0,0,98,34,0.6,20874.42,158.14,44,0,0,0,224,2026-09-25
demo-costa,2024-12-24,History,117,41,0,0,81,36,0.8357,17673.92,151.06,39,0,0,0,199,2026-09-25
demo-centro,2024-12-25,History,102,36,0,0,75,27,0.4636,16193.71,158.76,34,0,0,0,173,2026-09-25
demo-costa,2024-12-25,History,109,38,0,0,92,17,0.7786,17209.01,157.88,36,0,0,0,185,2026-09-25
demo-centro,2024-12-26,History,121,42,0,0,100,21,0.55,19291.56,159.43,40,0,0,0,206,2026-09-25
demo-costa,2024-12-26,History,119,42,0,0,96,23,0.85,18355.58,154.25,39,0,0,0,202,2026-09-25
demo-centro,2024-12-27,History,125,44,0,0,82,43,0.5682,19313.05,154.5,41,0,0,0,212,2026-09-25
demo-costa,2024-12-27,History,137,48,0,0,105,32,0.9786,20690.73,151.03,45,0,0,0,233,2026-09-25
demo-centro,2024-12-28,History,134,47,0,0,107,27,0.6091,22092.63,164.87,44,0,0,0,228,2026-09-25
demo-costa,2024-12-28,History,137,48,0,0,105,32,0.9786,21779.71,158.98,45,0,0,0,233,2026-09-25
demo-centro,2024-12-29,History,108,38,0,0,80,28,0.4909,17483.12,161.88,36,0,0,0,184,2026-09-25
demo-costa,2024-12-29,History,116,41,0,0,100,16,0.8286,17983.94,155.03,38,0,0,0,197,2026-09-25
demo-centro,2024-12-30,History,131,46,0,0,87,44,0.5955,21153.65,161.48,43,0,0,0,223,2026-09-25
demo-costa,2024-12-30,History,128,45,0,0,84,44,0.9143,20267.38,158.34,42,0,0,0,218,2026-09-25
demo-centro,2024-12-31,History,137,48,0,0,112,25,0.6227,21033.28,153.53,45,0,0,0,233,2026-09-25
demo-costa,2024-12-31,History,124,43,0,0,103,21,0.8857,20351.15,164.12,41,0,0,0,211,2026-09-25
demo-centro,2025-01-01,History,115,40,0,0,93,22,0.5227,19232.98,167.24,38,0,0,0,196,2026-09-25
demo-costa,2025-01-01,History,135,47,0,0,106,29,0.9643,22691.87,168.09,45,0,0,0,230,2026-09-25
