fecha,hotel_id,hotel,habitaciones_disponibles,habitaciones_ocupadas,habitaciones_fuera_servicio,huespedes,llegadas,salidas,ocupacion_pct,adr,ingreso_habitaciones,ingreso_ayb,ingreso_otros,ingreso_total,origen,actualizado
2024-09-27,hotel-demo-1,Hotel Demo Centro,120,86,0,163,38,37,71.67,102463.25,8811839.15,2124987.50,409336.33,11346162.98,demo,
2024-09-27,hotel-demo-2,Hotel Demo Costa,64,36,0,68,12,11,56.25,135826.99,4889771.71,1113728.37,98973.22,6102473.29,demo,
2024-09-28,hotel-demo-1,Hotel Demo Centro,119,92,1,175,30,41,77.31,106541.57,9801824.67,2399449.41,402211.49,12603485.57,demo,
2024-09-28,hotel-demo-2,Hotel Demo Costa,62,34,2,65,14,15,54.84,132803.85,4515330.92,1124985.71,141829.16,5782145.79,demo,
2024-09-29,hotel-demo-1,Hotel Demo Centro,120,78,0,143,27,27,65.00,101158.15,7890335.89,1420598.75,314137.33,9625071.97,demo,
2024-09-29,hotel-demo-2,Hotel Demo Costa,64,29,0,58,11,10,45.31,134730.20,3907175.94,935000.36,120503.36,4962679.66,demo,
2024-09-30,hotel-demo-1,Hotel Demo Centro,120,93,0,193,37,32,77.50,101368.86,9427303.83,2033107.28,216442.62,11676853.73,demo,
2024-09-30,hotel-demo-2,Hotel Demo Costa,62,30,2,60,13,9,48.39,143687.78,4310633.27,1084525.34,144209.94,5539368.54,demo,
2024-10-01,hotel-demo-1,Hotel Demo Centro,120,77,0,158,34,25,64.17,107514.65,8278628.36,1753409.40,335622.45,10367660.21,demo,
2024-10-01,hotel-demo-2,Hotel Demo Costa,64,37,0,73,14,13,57.81,145147.65,5370463.21,1306374.57,180787.14,6857624.92,demo,
2024-10-02,hotel-demo-1,Hotel Demo Centro,120,97,0,203,32,31,80.83,109008.32,10573807.06,1946866.25,522353.57,13043026.88,demo,
2024-10-02,hotel-demo-2,Hotel Demo Costa,62,33,2,56,12,14,53.23,137103.86,4524427.46,1171016.40,175451.23,5870895.09,demo,
2024-10-03,hotel-demo-1,Hotel Demo Centro,120,82,0,166,27,28,68.33,109073.83,8944053.96,2063790.75,326693.50,11334538.22,demo,
2024-10-03,hotel-demo-2,Hotel Demo Costa,64,32,0,57,12,14,50.00,140047.68,4481525.90,971376.16,199284.22,5652186.28,demo,
2024-10-04,hotel-demo-1,Hotel Demo Centro,119,91,1,184,36,32,76.47,101070.32,9197398.83,2043131.18,384478.30,11625008.31,demo,
2024-10-04,hotel-demo-2,Hotel Demo Costa,62,44,2,77,18,15,70.97,133411.31,5870097.63,1510428.13,286041.23,7666566.99,demo,
2024-10-05,hotel-demo-1,Hotel Demo Centro,118,104,2,189,39,44,88.14,101404.31,10546048.38,2594264.54,243449.83,13383762.75,demo,
2024-10-05,hotel-demo-2,Hotel Demo Costa,63,45,1,85,20,15,71.43,142984.68,6434310.75,1526141.92,302724.28,8263176.95,demo,
2024-10-06,hotel-demo-1,Hotel Demo Centro,120,85,0,167,29,36,70.83,106524.01,9054541.06,2121973.94,221896.03,11398411.02,demo,
2024-10-06,hotel-demo-2,Hotel Demo Costa,64,39,0,69,13,14,60.94,145574.43,5677402.77,1466154.94,246021.85,7389579.56,demo,
2024-10-07,hotel-demo-1,Hotel Demo Centro,120,94,0,175,39,33,78.33,103663.06,9744327.38,2084375.60,397594.14,12226297.12,demo,
2024-10-07,hotel-demo-2,Hotel Demo Costa,63,42,1,84,18,14,66.67,134766.80,5660205.61,1342565.02,202682.78,7205453.42,demo,
2024-10-08,hotel-demo-1,Hotel Demo Centro,120,92,0,192,40,31,76.67,103498.33,9521846.65,1823730.90,434190.17,11779767.72,demo,
2024-10-08,hotel-demo-2,Hotel Demo Costa,64,37,0,70,14,12,57.81,134475.14,4975580.26,937801.28,186326.59,6099708.12,demo,
2024-10-09,hotel-demo-1,Hotel Demo Centro,120,92,0,180,28,29,76.67,105449.54,9701357.85,2307027.46,323241.57,12331626.88,demo,
2024-10-09,hotel-demo-2,Hotel Demo Costa,63,41,1,78,17,15,65.08,141643.86,5807398.45,1430719.15,276284.12,7514401.71,demo,
2024-10-10,hotel-demo-1,Hotel Demo Centro,118,90,2,170,36,32,76.27,106974.48,9627703.18,1792454.38,392548.40,11812705.96,demo,
2024-10-10,hotel-demo-2,Hotel Demo Costa,64,44,0,76,17,18,68.75,134355.33,5911634.60,1197558.57,214279.24,7323472.41,demo,
2024-10-11,hotel-demo-1,Hotel Demo Centro,120,98,0,196,43,37,81.67,101648.90,9961591.84,2039022.18,492264.50,12492878.52,demo,
2024-10-11,hotel-demo-2,Hotel Demo Costa,62,41,2,76,16,18,66.13,145479.71,5964668.12,1145305.35,224362.57,7334336.04,demo,
2024-10-12,hotel-demo-1,Hotel Demo Centro,120,92,0,179,35,38,76.67,111289.35,10238619.98,2253823.25,509559.39,13002002.62,demo,
2024-10-12,hotel-demo-2,Hotel Demo Costa,64,39,0,69,15,15,60.94,137155.68,5349071.64,1224033.30,119016.57,6692121.51,demo,
2024-10-13,hotel-demo-1,Hotel Demo Centro,120,76,0,131,31,28,63.33,101569.38,7719273.10,1745489.21,236217.90,9700980.20,demo,
2024-10-13,hotel-demo-2,Hotel Demo Costa,64,43,0,89,14,15,67.19,146474.80,6298416.49,1335737.54,287900.80,7922054.83,demo,
2024-10-14,hotel-demo-1,Hotel Demo Centro,120,81,0,141,29,31,67.50,108372.94,8778208.29,1973903.31,216267.55,10968379.15,demo,
2024-10-14,hotel-demo-2,Hotel Demo Costa,64,36,0,74,15,12,56.25,135666.17,4883982.18,1165036.10,232105.44,6281123.72,demo,
2024-10-15,hotel-demo-1,Hotel Demo Centro,120,91,0,169,40,32,75.83,104435.49,9503629.95,1734468.16,361445.12,11599543.23,demo,
2024-10-15,hotel-demo-2,Hotel Demo Costa,64,42,0,86,15,15,65.62,136582.28,5736455.72,1158261.69,128790.74,7023508.14,demo,
2024-10-16,hotel-demo-1,Hotel Demo Centro,119,91,1,180,32,37,76.47,106184.10,9662753.19,2271775.50,239836.05,12174364.75,demo,
2024-10-16,hotel-demo-2,Hotel Demo Costa,64,46,0,87,16,19,71.88,134898.52,6205331.70,1562006.65,297946.41,8065284.75,demo,
2024-10-17,hotel-demo-1,Hotel Demo Centro,120,86,0,159,30,38,71.67,105691.56,9089474.11,2033196.27,227082.61,11349752.99,demo,
2024-10-17,hotel-demo-2,Hotel Demo Costa,63,38,1,70,14,14,60.32,144029.36,5473115.87,1184819.02,176845.15,6834780.05,demo,
2024-10-18,hotel-demo-1,Hotel Demo Centro,119,102,1,210,32,32,85.71,108069.24,11023062.79,2603288.19,530617.68,14156968.66,demo,
2024-10-18,hotel-demo-2,Hotel Demo Costa,63,39,1,80,13,16,61.90,142093.18,5541633.94,1354761.32,221838.83,7118234.10,demo,
2024-10-19,hotel-demo-1,Hotel Demo Centro,119,90,1,163,39,31,75.63,101480.61,9133254.61,1917723.21,244023.19,11295001.00,demo,
2024-10-19,hotel-demo-2,Hotel Demo Costa,64,39,0,71,13,15,60.94,147019.67,5733766.96,1270127.20,242179.20,7246073.35,demo,
2024-10-20,hotel-demo-1,Hotel Demo Centro,120,87,0,156,35,28,72.50,105798.34,9204455.20,1891055.28,227840.73,11323351.21,demo,
2024-10-20,hotel-demo-2,Hotel Demo Costa,64,35,0,68,11,14,54.69,136516.12,4778064.31,1027253.64,185708.18,5991026.13,demo,
2024-10-21,hotel-demo-1,Hotel Demo Centro,120,88,0,178,31,30,73.33,103656.54,9121775.77,2255236.31,381193.34,11758205.42,demo,
2024-10-21,hotel-demo-2,Hotel Demo Costa,64,46,0,80,17,16,71.88,136836.92,6294498.09,1275246.70,294822.61,7864567.40,demo,
2024-10-22,hotel-demo-1,Hotel Demo Centro,119,83,1,147,32,32,69.75,110329.86,9157378.18,1780052.52,185933.32,11123364.02,demo,
2024-10-22,hotel-demo-2,Hotel Demo Costa,64,41,0,78,13,18,64.06,138183.90,5665539.89,1033192.89,117226.51,6815959.29,demo,
2024-10-23,hotel-demo-1,Hotel Demo Centro,118,91,2,171,40,40,77.12,108752.10,9896441.21,2151125.10,438118.94,12485685.24,demo,
2024-10-23,hotel-demo-2,Hotel Demo Costa,64,38,0,78,14,16,59.38,146888.67,5581769.33,1430612.87,193324.32,7205706.52,demo,
2024-10-24,hotel-demo-1,Hotel Demo Centro,118,86,2,176,38,33,72.88,104574.00,8993363.77,1913649.86,342795.22,11249808.85,demo,
2024-10-24,hotel-demo-2,Hotel Demo Costa,64,40,0,68,14,15,62.50,146813.47,5872538.83,1114515.60,173578.59,7160633.02,demo,
2024-10-25,hotel-demo-1,Hotel Demo Centro,120,88,0,165,37,29,73.33,108112.36,9513887.96,2204383.15,384969.56,12103240.67,demo,
2024-10-25,hotel-demo-2,Hotel Demo Costa,64,39,0,80,17,17,60.94,144043.04,5617678.62,1139281.81,220830.94,6977791.37,demo,
2024-10-26,hotel-demo-1,Hotel Demo Centro,120,107,0,206,37,42,89.17,104995.46,11234513.76,2699601.78,359620.50,14293736.03,demo,
2024-10-26,hotel-demo-2,Hotel Demo Costa,64,47,0,99,20,19,73.44,139131.18,6539165.66,1608873.58,157999.53,8306038.77,demo,
2024-10-27,hotel-demo-1,Hotel Demo Centro,120,93,0,170,36,39,77.50,103328.51,9609551.26,2457850.19,213824.67,12281226.13,demo,
2024-10-27,hotel-demo-2,Hotel Demo Costa,63,38,1,68,14,14,60.32,145169.85,5516454.26,1287864.90,196677.65,7000996.81,demo,
2024-10-28,hotel-demo-1,Hotel Demo Centro,120,88,0,157,35,33,73.33,109707.93,9654298.03,1795810.96,336338.10,11786447.09,demo,
2024-10-28,hotel-demo-2,Hotel Demo Costa,63,43,1,75,19,15,68.25,145564.42,6259270.11,1551200.85,145026.13,7955497.09,demo,
2024-10-29,hotel-demo-1,Hotel Demo Centro,119,84,1,173,28,26,70.59,111758.85,9387743.05,2249322.76,255505.02,11892570.82,demo,
2024-10-29,hotel-demo-2,Hotel Demo Costa,62,37,2,64,13,16,59.68,141082.48,5220051.70,1123914.96,162309.26,6506275.93,demo,
2024-10-30,hotel-demo-1,Hotel Demo Centro,120,87,0,150,27,29,72.50,102986.63,8959836.46,1638351.22,250744.14,10848931.82,demo,
2024-10-30,hotel-demo-2,Hotel Demo Costa,64,40,0,80,13,15,62.50,141409.08,5656363.22,1148464.62,214316.22,7019144.06,demo,
2024-10-31,hotel-demo-1,Hotel Demo Centro,120,90,0,188,39,29,75.00,109692.49,9872324.38,2114985.61,203614.77,12190924.75,demo,
2024-10-31,hotel-demo-2,Hotel Demo Costa,64,38,0,73,12,12,59.38,144693.05,5498336.09,1425350.42,247759.26,7171445.77,demo,
2024-11-01,hotel-demo-1,Hotel Demo Centro,120,95,0,187,41,41,79.17,105442.64,10017050.55,2070515.43,355955.21,12443521.18,demo,
2024-11-01,hotel-demo-2,Hotel Demo Costa,64,50,0,104,18,21,78.12,146531.19,7326559.32,1462010.69,309403.33,9097973.34,demo,
2024-11-02,hotel-demo-1,Hotel Demo Centro,120,103,0,199,46,35,85.83,112097.16,11546007.30,2400502.72,345639.77,14292149.79,demo,
2024-11-02,hotel-demo-2,Hotel Demo Costa,64,49,0,97,18,16,76.56,143590.79,7035948.86,1812162.04,246031.73,9094142.62,demo,
2024-11-03,hotel-demo-1,Hotel Demo Centro,120,78,0,159,24,25,65.00,107650.14,8396710.64,1514827.22,256667.84,10168205.70,demo,
2024-11-03,hotel-demo-2,Hotel Demo Costa,64,45,0,77,20,15,70.31,145828.81,6562296.55,1663284.85,188495.80,8414077.20,demo,
2024-11-04,hotel-demo-1,Hotel Demo Centro,118,73,2,136,24,25,61.86,103979.94,7590535.53,1832452.65,208744.38,9631732.57,demo,
2024-11-04,hotel-demo-2,Hotel Demo Costa,64,47,0,87,17,21,73.44,147014.30,6909672.09,1622481.26,212311.90,8744465.26,demo,
2024-11-05,hotel-demo-1,Hotel Demo Centro,118,79,2,158,28,28,66.95,108436.10,8566451.68,1929558.70,246716.34,10742726.72,demo,
2024-11-05,hotel-demo-2,Hotel Demo Costa,64,43,0,85,18,14,67.19,148477.61,6384537.16,1569033.28,235993.58,8189564.01,demo,
2024-11-06,hotel-demo-1,Hotel Demo Centro,120,92,0,157,34,37,76.67,105913.94,9744082.25,1996282.47,484034.94,12224399.66,demo,
2024-11-06,hotel-demo-2,Hotel Demo Costa,63,41,1,78,13,14,65.08,145612.76,5970123.10,1516910.10,173119.91,7660153.12,demo,
2024-11-07,hotel-demo-1,Hotel Demo Centro,120,92,0,174,32,37,76.67,104601.32,9623321.28,2303180.06,350293.04,12276794.39,demo,
2024-11-07,hotel-demo-2,Hotel Demo Costa,64,48,0,93,15,19,75.00,144162.05,6919778.30,1312059.99,219238.52,8451076.81,demo,
2024-11-08,hotel-demo-1,Hotel Demo Centro,118,98,2,187,32,32,83.05,105127.89,10302533.22,2598340.52,368332.76,13269206.51,demo,
2024-11-08,hotel-demo-2,Hotel Demo Costa,64,53,0,100,21,20,82.81,153622.83,8142009.95,1885776.79,254809.75,10282596.50,demo,
2024-11-09,hotel-demo-1,Hotel Demo Centro,120,94,0,185,33,31,78.33,105448.48,9912156.92,2311721.94,346757.16,12570636.01,demo,
2024-11-09,hotel-demo-2,Hotel Demo Costa,64,50,0,100,18,18,78.12,141150.07,7057503.65,1411773.91,149072.46,8618350.03,demo,
2024-11-10,hotel-demo-1,Hotel Demo Centro,120,82,0,157,34,26,68.33,105475.21,8648967.08,2070323.25,285605.24,11004895.57,demo,
2024-11-10,hotel-demo-2,Hotel Demo Costa,64,45,0,90,17,15,70.31,145394.97,6542773.75,1534862.07,318844.47,8396480.29,demo,
2024-11-11,hotel-demo-1,Hotel Demo Centro,118,76,2,133,25,30,64.41,103969.70,7901696.87,1916880.46,228728.91,10047306.24,demo,
2024-11-11,hotel-demo-2,Hotel Demo Costa,64,40,0,83,15,14,62.50,141591.89,5663675.65,1280151.94,258240.14,7202067.73,demo,
2024-11-12,hotel-demo-1,Hotel Demo Centro,120,85,0,176,34,37,70.83,104726.56,8901757.42,1991919.44,374017.84,11267694.71,demo,
2024-11-12,hotel-demo-2,Hotel Demo Costa,63,46,1,88,20,16,73.02,149464.43,6875363.78,1574421.26,154130.56,8603915.60,demo,
2024-11-13,hotel-demo-1,Hotel Demo Centro,120,88,0,176,34,27,73.33,109113.89,9602022.03,2389209.28,388480.88,12379712.19,demo,
2024-11-13,hotel-demo-2,Hotel Demo Costa,64,44,0,79,14,13,68.75,145947.71,6421699.17,1332181.82,305300.79,8059181.78,demo,
2024-11-14,hotel-demo-1,Hotel Demo Centro,119,87,1,171,29,30,73.11,105362.37,9166525.98,1682035.10,279487.60,11128048.68,demo,
2024-11-14,hotel-demo-2,Hotel Demo Costa,64,45,0,82,16,17,70.31,154170.97,6937693.76,1725410.07,231068.60,8894172.43,demo,
2024-11-15,hotel-demo-1,Hotel Demo Centro,120,102,0,183,42,34,85.00,105706.01,10782012.88,2059046.60,531317.67,13372377.15,demo,
2024-11-15,hotel-demo-2,Hotel Demo Costa,63,48,1,87,21,15,76.19,153397.85,7363096.58,1484576.14,277200.00,9124872.73,demo,
2024-11-16,hotel-demo-1,Hotel Demo Centro,120,87,0,169,38,38,72.50,109484.95,9525190.25,1979566.60,197931.20,11702688.04,demo,
2024-11-16,hotel-demo-2,Hotel Demo Costa,64,49,0,102,17,22,76.56,153104.15,7502103.43,1682448.22,364408.73,9548960.38,demo,
2024-11-17,hotel-demo-1,Hotel Demo Centro,120,81,0,146,31,28,67.50,112397.87,9104227.32,2331386.67,205446.96,11641060.94,demo,
2024-11-17,hotel-demo-2,Hotel Demo Costa,62,47,2,88,14,14,75.81,151059.96,7099818.18,1752803.00,322528.98,9175150.16,demo,
2024-11-18,hotel-demo-1,Hotel Demo Centro,119,71,1,145,23,28,59.66,105727.72,7506667.85,1811194.91,212321.07,9530183.83,demo,
2024-11-18,hotel-demo-2,Hotel Demo Costa,64,42,0,88,19,13,65.62,149595.96,6283030.50,1245524.05,305048.13,7833602.68,demo,
2024-11-19,hotel-demo-1,Hotel Demo Centro,118,88,2,172,38,28,74.58,107915.29,9496545.42,2334397.45,308439.15,12139382.02,demo,
2024-11-19,hotel-demo-2,Hotel Demo Costa,64,45,0,87,14,15,70.31,146971.37,6613711.50,1344367.88,162048.48,8120127.86,demo,
2024-11-20,hotel-demo-1,Hotel Demo Centro,120,84,0,162,38,33,70.00,114398.63,9609485.27,2466658.90,478260.07,12554404.25,demo,
2024-11-20,hotel-demo-2,Hotel Demo Costa,64,43,0,77,14,18,67.19,145623.64,6261816.40,1545921.71,180289.96,7988028.08,demo,
2024-11-21,hotel-demo-1,Hotel Demo Centro,120,81,0,151,31,34,67.50,111193.86,9006702.57,2057288.36,301445.69,11365436.62,demo,
2024-11-21,hotel-demo-2,Hotel Demo Costa,64,47,0,83,18,20,73.44,143495.98,6744311.16,1434381.60,237067.79,8415760.55,demo,
2024-11-22,hotel-demo-1,Hotel Demo Centro,119,105,1,200,40,38,88.24,104392.94,10961258.74,2119412.55,243235.17,13323906.46,demo,
2024-11-22,hotel-demo-2,Hotel Demo Costa,62,52,2,104,18,19,83.87,151068.88,7855581.72,2038764.85,167772.69,10062119.25,demo,
2024-11-23,hotel-demo-1,Hotel Demo Centro,120,108,0,213,40,38,90.00,105892.67,11436408.33,2065674.95,432198.43,13934281.71,demo,
2024-11-23,hotel-demo-2,Hotel Demo Costa,62,44,2,80,15,14,70.97,150651.85,6628681.38,1640765.91,217425.30,8486872.58,demo,
2024-11-24,hotel-demo-1,Hotel Demo Centro,120,84,0,148,37,28,70.00,107474.60,9027866.51,1976478.56,241125.29,11245470.37,demo,
2024-11-24,hotel-demo-2,Hotel Demo Costa,62,41,2,83,12,17,66.13,155611.82,6380084.58,1638332.58,230926.48,8249343.63,demo,
2024-11-25,hotel-demo-1,Hotel Demo Centro,120,93,0,190,42,38,77.50,109289.65,10163937.89,2180990.76,283489.47,12628418.12,demo,
2024-11-25,hotel-demo-2,Hotel Demo Costa,62,46,2,95,14,14,74.19,152298.06,7005710.70,1302551.34,284698.96,8592961.00,demo,
2024-11-26,hotel-demo-1,Hotel Demo Centro,120,86,0,174,35,29,71.67,111903.88,9623733.88,1936515.48,236195.24,11796444.60,demo,
2024-11-26,hotel-demo-2,Hotel Demo Costa,64,49,0,95,19,16,76.56,152999.81,7496990.78,1372736.64,304673.58,9174401.00,demo,
2024-11-27,hotel-demo-1,Hotel Demo Centro,118,79,2,162,33,27,66.95,109883.93,8680830.36,1629588.55,202879.88,10513298.79,demo,
2024-11-27,hotel-demo-2,Hotel Demo Costa,64,41,0,78,15,14,64.06,154089.24,6317658.69,1381666.26,278871.81,7978196.77,demo,
2024-11-28,hotel-demo-1,Hotel Demo Centro,119,80,1,143,32,25,67.23,107553.14,8604251.12,1586371.54,297407.33,10488030.00,demo,
2024-11-28,hotel-demo-2,Hotel Demo Costa,64,47,0,95,15,19,73.44,151691.45,7129497.99,1294671.16,297063.81,8721232.95,demo,
2024-11-29,hotel-demo-1,Hotel Demo Centro,120,84,0,157,32,28,70.00,107972.47,9069687.23,1749654.53,283122.97,11102464.74,demo,
2024-11-29,hotel-demo-2,Hotel Demo Costa,64,48,0,87,15,20,75.00,146190.58,7017147.68,1696696.70,192405.01,8906249.40,demo,
2024-11-30,hotel-demo-1,Hotel Demo Centro,118,93,2,188,31,36,78.81,111540.43,10373259.73,1993199.08,436467.37,12802926.18,demo,
2024-11-30,hotel-demo-2,Hotel Demo Costa,63,49,1,91,17,17,77.78,148522.55,7277605.00,1560047.53,194076.18,9031728.71,demo,
2024-12-01,hotel-demo-1,Hotel Demo Centro,120,60,0,116,24,21,50.00,106751.97,6405117.98,1271859.43,199164.89,7876142.31,demo,
2024-12-01,hotel-demo-2,Hotel Demo Costa,62,51,2,102,16,19,82.26,161389.62,8230870.52,1826203.44,371948.93,10429022.88,demo,
2024-12-02,hotel-demo-1,Hotel Demo Centro,119,74,1,135,30,28,62.18,108445.39,8024959.23,1645448.02,317469.46,9987876.71,demo,
2024-12-02,hotel-demo-2,Hotel Demo Costa,64,59,0,101,21,19,92.19,151032.51,8910918.38,1915919.64,438038.37,11264876.38,demo,
2024-12-03,hotel-demo-1,Hotel Demo Centro,118,79,2,140,27,32,66.95,106128.26,8384132.51,2105788.97,309494.48,10799415.96,demo,
2024-12-03,hotel-demo-2,Hotel Demo Costa,64,53,0,97,17,20,82.81,151133.51,8010075.84,1900042.17,274073.66,10184191.66,demo,
2024-12-04,hotel-demo-1,Hotel Demo Centro,118,70,2,124,24,31,59.32,112286.92,7860084.60,1631726.80,160533.46,9652344.86,demo,
2024-12-04,hotel-demo-2,Hotel Demo Costa,62,53,2,96,17,22,85.48,151080.13,8007247.02,1909349.24,227402.34,10143998.60,demo,
2024-12-05,hotel-demo-1,Hotel Demo Centro,120,70,0,145,27,23,58.33,102852.58,7199680.80,1429471.30,190743.33,8819895.43,demo,
2024-12-05,hotel-demo-2,Hotel Demo Costa,64,52,0,96,19,19,81.25,156662.45,8146447.17,1542804.47,299824.73,9989076.36,demo,
2024-12-06,hotel-demo-1,Hotel Demo Centro,118,78,2,136,34,31,66.10,107697.35,8400393.16,1979199.67,231146.66,10610739.48,demo,
2024-12-06,hotel-demo-2,Hotel Demo Costa,64,56,0,95,21,21,87.50,154949.69,8677182.88,1686154.06,368162.93,10731499.88,demo,
2024-12-07,hotel-demo-1,Hotel Demo Centro,120,81,0,140,31,25,67.50,113798.47,9217676.19,2178516.27,260170.89,11656363.35,demo,
2024-12-07,hotel-demo-2,Hotel Demo Costa,64,63,0,111,26,27,98.44,149681.69,9429946.51,1719144.86,441585.10,11590676.47,demo,
2024-12-08,hotel-demo-1,Hotel Demo Centro,118,70,2,144,30,23,59.32,111094.30,7776601.24,1606748.46,312306.19,9695655.89,demo,
2024-12-08,hotel-demo-2,Hotel Demo Costa,64,51,0,88,19,17,79.69,162170.18,8270679.12,1820558.89,346282.68,10437520.68,demo,
2024-12-09,hotel-demo-1,Hotel Demo Centro,120,69,0,120,28,23,57.50,109330.40,7543797.61,1637309.08,177187.59,9358294.28,demo,
2024-12-09,hotel-demo-2,Hotel Demo Costa,64,58,0,119,24,24,90.62,154179.19,8942392.95,2096734.03,431736.25,11470863.23,demo,
2024-12-10,hotel-demo-1,Hotel Demo Centro,120,78,0,151,27,31,65.00,110853.05,8646538.01,1739368.81,300005.21,10685912.03,demo,
2024-12-10,hotel-demo-2,Hotel Demo Costa,63,62,1,111,25,23,98.41,154928.40,9605560.70,2352139.26,421570.21,12379270.17,demo,
2024-12-11,hotel-demo-1,Hotel Demo Centro,120,71,0,139,31,25,59.17,108443.10,7699459.80,1584851.23,284210.80,9568521.83,demo,
2024-12-11,hotel-demo-2,Hotel Demo Costa,64,53,0,91,22,20,82.81,154422.25,8184379.34,1778852.74,209395.89,10172627.96,demo,
2024-12-12,hotel-demo-1,Hotel Demo Centro,120,68,0,127,28,30,56.67,111759.17,7599623.87,1915631.43,267573.81,9782829.11,demo,
2024-12-12,hotel-demo-2,Hotel Demo Costa,62,61,2,127,27,21,98.39,161578.24,9856272.71,1876548.24,295633.12,12028454.06,demo,
2024-12-13,hotel-demo-1,Hotel Demo Centro,120,85,0,163,35,26,70.83,108295.79,9205142.03,2190186.36,226668.69,11621997.07,demo,
2024-12-13,hotel-demo-2,Hotel Demo Costa,64,63,0,126,20,26,98.44,161894.39,10199346.42,1914070.43,243306.14,12356723.00,demo,
2024-12-14,hotel-demo-1,Hotel Demo Centro,118,77,2,146,23,30,65.25,105570.57,8128933.88,1616134.53,250927.29,9995995.70,demo,
2024-12-14,hotel-demo-2,Hotel Demo Costa,64,60,0,122,18,27,93.75,156707.87,9402472.03,1906794.34,297160.10,11606426.47,demo,
2024-12-15,hotel-demo-1,Hotel Demo Centro,120,75,0,148,23,30,62.50,105472.83,7910462.46,1505354.37,278520.37,9694337.20,demo,
2024-12-15,hotel-demo-2,Hotel Demo Costa,62,45,2,86,16,19,72.58,156007.08,7020318.45,1529613.54,210973.94,8760905.94,demo,
2024-12-16,hotel-demo-1,Hotel Demo Centro,119,76,1,156,28,23,63.87,108557.55,8250373.75,1791824.87,174869.42,10217068.04,demo,
2024-12-16,hotel-demo-2,Hotel Demo Costa,63,60,1,116,21,18,95.24,150521.97,9031318.30,1860186.08,352939.23,11244443.62,demo,
2024-12-17,hotel-demo-1,Hotel Demo Centro,120,82,0,166,32,25,68.33,113942.73,9343304.11,2357188.92,448179.51,12148672.54,demo,
2024-12-17,hotel-demo-2,Hotel Demo Costa,64,54,0,92,24,18,84.38,165054.28,8912930.97,2138580.78,291238.02,11342749.76,demo,
2024-12-18,hotel-demo-1,Hotel Demo Centro,120,61,0,109,27,21,50.83,111583.01,6806563.72,1251771.29,253204.72,8311539.74,demo,
2024-12-18,hotel-demo-2,Hotel Demo Costa,64,54,0,98,21,24,84.38,150799.57,8143176.58,1735685.41,194564.99,10073426.98,demo,
2024-12-19,hotel-demo-1,Hotel Demo Centro,120,66,0,121,23,28,55.00,110004.74,7260313.04,1583098.41,266669.22,9110080.67,demo,
2024-12-19,hotel-demo-2,Hotel Demo Costa,62,51,2,94,17,23,82.26,165976.26,8464789.33,1951224.73,311840.91,10727854.96,demo,
2024-12-20,hotel-demo-1,Hotel Demo Centro,120,64,0,134,23,24,53.33,112400.72,7193645.90,1458231.26,304446.32,8956323.48,demo,
2024-12-20,hotel-demo-2,Hotel Demo Costa,63,62,1,128,21,26,98.41,159490.42,9888405.75,2058390.02,262364.90,12209160.66,demo,
2024-12-21,hotel-demo-1,Hotel Demo Centro,120,73,0,129,25,28,60.83,113317.17,8272153.17,1786425.03,394724.95,10453303.15,demo,
2024-12-21,hotel-demo-2,Hotel Demo Costa,64,63,0,132,25,26,98.44,160719.71,10125341.48,1934808.61,390813.97,12450964.06,demo,
2024-12-22,hotel-demo-1,Hotel Demo Centro,118,73,2,137,30,25,61.86,109956.46,8026821.80,1568782.33,380440.88,9976045.01,demo,
2024-12-22,hotel-demo-2,Hotel Demo Costa,62,46,2,87,18,19,74.19,158071.59,7271292.94,1449537.28,184009.79,8904840.01,demo,
2024-12-23,hotel-demo-1,Hotel Demo Centro,119,66,1,119,27,21,55.46,113906.90,7517855.11,1395533.80,244425.68,9157814.59,demo,
2024-12-23,hotel-demo-2,Hotel Demo Costa,64,57,0,112,21,18,89.06,156929.25,8944967.42,2122908.85,316175.89,11384052.17,demo,
2024-12-24,hotel-demo-1,Hotel Demo Centro,120,82,0,154,33,34,68.33,107428.60,8809145.08,1818225.65,359514.26,10986884.99,demo,
2024-12-24,hotel-demo-2,Hotel Demo Costa,64,52,0,96,18,18,81.25,153633.89,7988962.24,1622353.99,212751.23,9824067.45,demo,
2024-12-25,hotel-demo-1,Hotel Demo Centro,119,75,1,145,24,23,63.03,107440.82,8058061.20,1597377.21,366863.98,10022302.40,demo,
2024-12-25,hotel-demo-2,Hotel Demo Costa,62,55,2,113,21,18,88.71,164994.08,9074674.15,1861612.22,283410.04,11219696.41,demo,
2024-12-26,hotel-demo-1,Hotel Demo Centro,120,71,0,147,31,30,59.17,111859.98,7942058.32,1656078.93,268279.96,9866417.21,demo,
2024-12-26,hotel-demo-2,Hotel Demo Costa,64,60,0,122,23,19,93.75,159628.30,9577698.07,1931993.00,467867.54,11977558.60,demo,
2024-12-27,hotel-demo-1,Hotel Demo Centro,120,83,0,144,27,35,69.17,105229.34,8734035.28,1997744.77,319309.95,11051090.00,demo,
2024-12-27,hotel-demo-2,Hotel Demo Costa,62,61,2,105,23,22,98.39,165738.33,10110038.28,1861122.81,441813.56,12412974.65,demo,
2024-12-28,hotel-demo-1,Hotel Demo Centro,120,80,0,168,27,29,66.67,111376.09,8910087.43,2056400.10,380160.39,11346647.92,demo,
