fecha,hotel_id,pais,iso2,huespedes
2024-10-25,hotel-demo-2,Francia,FR,1
2024-10-25,hotel-demo-2,México,MX,4
2024-10-26,hotel-demo-1,Argentina,AR,120
2024-10-26,hotel-demo-1,Brasil,BR,32
2024-10-26,hotel-demo-1,Chile,CL,12
2024-10-26,hotel-demo-1,Uruguay,UY,12
2024-10-26,hotel-demo-1,Estados Unidos,US,13
2024-10-26,hotel-demo-1,España,ES,5
2024-10-26,hotel-demo-1,Alemania,DE,4
2024-10-26,hotel-demo-1,Francia,FR,3
2024-10-26,hotel-demo-1,México,MX,5
2024-10-26,hotel-demo-2,Argentina,AR,51
2024-10-26,hotel-demo-2,Brasil,BR,10
2024-10-26,hotel-demo-2,Chile,CL,7
2024-10-26,hotel-demo-2,Uruguay,UY,6
2024-10-26,hotel-demo-2,Estados Unidos,US,6
2024-10-26,hotel-demo-2,España,ES,3
2024-10-26,hotel-demo-2,Alemania,DE,1
2024-10-26,hotel-demo-2,Francia,FR,2
2024-10-26,hotel-demo-2,México,MX,13
2024-10-27,hotel-demo-1,Argentina,AR,91
2024-10-27,hotel-demo-1,Brasil,BR,19
2024-10-27,hotel-demo-1,Chile,CL,8
2024-10-27,hotel-demo-1,Uruguay,UY,8
2024-10-27,hotel-demo-1,Estados Unidos,US,7
2024-10-27,hotel-demo-1,España,ES,6
2024-10-27,hotel-demo-1,Alemania,DE,4
2024-10-27,hotel-demo-1,Francia,FR,3
2024-10-27,hotel-demo-1,México,MX,24
2024-10-27,hotel-demo-2,Argentina,AR,37
2024-10-27,hotel-demo-2,Brasil,BR,11
2024-10-27,hotel-demo-2,Chile,CL,4
2024-10-27,hotel-demo-2,Uruguay,UY,3
2024-10-27,hotel-demo-2,Estados Unidos,US,4
2024-10-27,hotel-demo-2,España,ES,2
2024-10-27,hotel-demo-2,Alemania,DE,1
2024-10-27,hotel-demo-2,Francia,FR,1
2024-10-27,hotel-demo-2,México,MX,5
2024-10-28,hotel-demo-1,Argentina,AR,91
2024-10-28,hotel-demo-1,Brasil,BR,22
2024-10-28,hotel-demo-1,Chile,CL,9
2024-10-28,hotel-demo-1,Uruguay,UY,9
2024-10-28,hotel-demo-1,Estados Unidos,US,9
2024-10-28,hotel-demo-1,España,ES,5
2024-10-28,hotel-demo-1,Alemania,DE,3
2024-10-28,hotel-demo-1,Francia,FR,3
2024-10-28,hotel-demo-1,México,MX,6
2024-10-28,hotel-demo-2,Argentina,AR,45
2024-10-28,hotel-demo-2,Brasil,BR,11
2024-10-28,hotel-demo-2,Chile,CL,4
2024-10-28,hotel-demo-2,Uruguay,UY,4
2024-10-28,hotel-demo-2,Estados Unidos,US,3
2024-10-28,hotel-demo-2,España,ES,2
2024-10-28,hotel-demo-2,Alemania,DE,2
2024-10-28,hotel-demo-2,Francia,FR,1
2024-10-28,hotel-demo-2,México,MX,3
2024-10-29,hotel-demo-1,Argentina,AR,118
2024-10-29,hotel-demo-1,Brasil,BR,24
2024-10-29,hotel-demo-1,Chile,CL,9
2024-10-29,hotel-demo-1,Uruguay,UY,11
2024-10-29,hotel-demo-1,Estados Unidos,US,6
2024-10-29,hotel-demo-1,España,ES,5
2024-10-29,hotel-demo-2,Argentina,AR,32
2024-10-29,hotel-demo-2,Brasil,BR,7
2024-10-29,hotel-demo-2,Chile,CL,3
2024-10-29,hotel-demo-2,Uruguay,UY,3
2024-10-29,hotel-demo-2,Estados Unidos,US,3
2024-10-29,hotel-demo-2,España,ES,2
2024-10-29,hotel-demo-2,Alemania,DE,1
2024-10-29,hotel-demo-2,Francia,FR,1
2024-10-29,hotel-demo-2,México,MX,12
2024-10-30,hotel-demo-1,Argentina,AR,100
2024-10-30,hotel-demo-1,Brasil,BR,24
2024-10-30,hotel-demo-1,Chile,CL,8
2024-10-30,hotel-demo-1,Uruguay,UY,6
2024-10-30,hotel-demo-1,Estados Unidos,US,9
2024-10-30,hotel-demo-1,España,ES,3
2024-10-30,hotel-demo-2,Argentina,AR,56
2024-10-30,hotel-demo-2,Brasil,BR,11
2024-10-30,hotel-demo-2,Chile,CL,4
2024-10-30,hotel-demo-2,Uruguay,UY,5
2024-10-30,hotel-demo-2,Estados Unidos,US,3
2024-10-30,hotel-demo-2,España,ES,1
2024-10-31,hotel-demo-1,Argentina,AR,135
2024-10-31,hotel-demo-1,Brasil,BR,19
2024-10-31,hotel-demo-1,Chile,CL,10
2024-10-31,hotel-demo-1,Uruguay,UY,9
2024-10-31,hotel-demo-1,Estados Unidos,US,7
2024-10-31,hotel-demo-1,España,ES,7
2024-10-31,hotel-demo-1,Alemania,DE,1
2024-10-31,hotel-demo-2,Argentina,AR,34
2024-10-31,hotel-demo-2,Brasil,BR,9
2024-10-31,hotel-demo-2,Chile,CL,5
2024-10-31,hotel-demo-2,Uruguay,UY,4
2024-10-31,hotel-demo-2,Estados Unidos,US,4
2024-10-31,hotel-demo-2,España,ES,3
2024-10-31,hotel-demo-2,Alemania,DE,1
2024-10-31,hotel-demo-2,Francia,FR,1
2024-10-31,hotel-demo-2,México,MX,12
2024-11-01,hotel-demo-1,Argentina,AR,115
2024-11-01,hotel-demo-1,Brasil,BR,23
2024-11-01,hotel-demo-1,Chile,CL,11
2024-11-01,hotel-demo-1,Uruguay,UY,10
2024-11-01,hotel-demo-1,Estados Unidos,US,7
2024-11-01,hotel-demo-1,España,ES,5
2024-11-01,hotel-demo-1,Alemania,DE,3
2024-11-01,hotel-demo-1,Francia,FR,4
2024-11-01,hotel-demo-1,México,MX,9
2024-11-01,hotel-demo-2,Argentina,AR,53
2024-11-01,hotel-demo-2,Brasil,BR,19
2024-11-01,hotel-demo-2,Chile,CL,7
2024-11-01,hotel-demo-2,Uruguay,UY,7
2024-11-01,hotel-demo-2,Estados Unidos,US,6
2024-11-01,hotel-demo-2,España,ES,3
2024-11-01,hotel-demo-2,Alemania,DE,3
2024-11-01,hotel-demo-2,Francia,FR,2
2024-11-01,hotel-demo-2,México,MX,4
2024-11-02,hotel-demo-1,Argentina,AR,100
2024-11-02,hotel-demo-1,Brasil,BR,29
2024-11-02,hotel-demo-1,Chile,CL,13
2024-11-02,hotel-demo-1,Uruguay,UY,12
2024-11-02,hotel-demo-1,Estados Unidos,US,8
2024-11-02,hotel-demo-1,España,ES,7
2024-11-02,hotel-demo-1,Alemania,DE,4
2024-11-02,hotel-demo-1,Francia,FR,4
2024-11-02,hotel-demo-1,México,MX,22
2024-11-02,hotel-demo-2,Argentina,AR,77
2024-11-02,hotel-demo-2,Brasil,BR,15
2024-11-02,hotel-demo-2,Chile,CL,5
2024-11-03,hotel-demo-1,Argentina,AR,121
2024-11-03,hotel-demo-1,Brasil,BR,26
2024-11-03,hotel-demo-1,Chile,CL,10
2024-11-03,hotel-demo-1,Uruguay,UY,2
2024-11-03,hotel-demo-2,Argentina,AR,53
2024-11-03,hotel-demo-2,Brasil,BR,10
2024-11-03,hotel-demo-2,Chile,CL,4
2024-11-03,hotel-demo-2,Uruguay,UY,5
2024-11-03,hotel-demo-2,Estados Unidos,US,5
2024-11-04,hotel-demo-1,Argentina,AR,74
2024-11-04,hotel-demo-1,Brasil,BR,24
2024-11-04,hotel-demo-1,Chile,CL,8
2024-11-04,hotel-demo-1,Uruguay,UY,6
2024-11-04,hotel-demo-1,Estados Unidos,US,8
2024-11-04,hotel-demo-1,España,ES,5
2024-11-04,hotel-demo-1,Alemania,DE,2
2024-11-04,hotel-demo-1,Francia,FR,2
2024-11-04,hotel-demo-1,México,MX,7
2024-11-04,hotel-demo-2,Argentina,AR,53
2024-11-04,hotel-demo-2,Brasil,BR,15
2024-11-04,hotel-demo-2,Chile,CL,4
2024-11-04,hotel-demo-2,Uruguay,UY,5
2024-11-04,hotel-demo-2,Estados Unidos,US,3
2024-11-04,hotel-demo-2,España,ES,2
2024-11-04,hotel-demo-2,Alemania,DE,2
2024-11-04,hotel-demo-2,Francia,FR,2
2024-11-04,hotel-demo-2,México,MX,1
2024-11-05,hotel-demo-1,Argentina,AR,69
2024-11-05,hotel-demo-1,Brasil,BR,26
2024-11-05,hotel-demo-1,Chile,CL,12
2024-11-05,hotel-demo-1,Uruguay,UY,8
2024-11-05,hotel-demo-1,Estados Unidos,US,6
2024-11-05,hotel-demo-1,España,ES,3
2024-11-05,hotel-demo-1,Alemania,DE,4
2024-11-05,hotel-demo-1,Francia,FR,3
2024-11-05,hotel-demo-1,México,MX,27
2024-11-05,hotel-demo-2,Argentina,AR,55
2024-11-05,hotel-demo-2,Brasil,BR,12
2024-11-05,hotel-demo-2,Chile,CL,6
2024-11-05,hotel-demo-2,Uruguay,UY,5
2024-11-05,hotel-demo-2,Estados Unidos,US,4
2024-11-05,hotel-demo-2,España,ES,3
2024-11-06,hotel-demo-1,Argentina,AR,75
2024-11-06,hotel-demo-1,Brasil,BR,15
2024-11-06,hotel-demo-1,Chile,CL,10
2024-11-06,hotel-demo-1,Uruguay,UY,6
2024-11-06,hotel-demo-1,Estados Unidos,US,6
2024-11-06,hotel-demo-1,España,ES,4
2024-11-06,hotel-demo-1,Alemania,DE,3
2024-11-06,hotel-demo-1,Francia,FR,3
2024-11-06,hotel-demo-1,México,MX,35
2024-11-06,hotel-demo-2,Argentina,AR,58
2024-11-06,hotel-demo-2,Brasil,BR,9
2024-11-06,hotel-demo-2,Chile,CL,5
2024-11-06,hotel-demo-2,Uruguay,UY,4
2024-11-06,hotel-demo-2,Estados Unidos,US,2
2024-11-07,hotel-demo-1,Argentina,AR,138
2024-11-07,hotel-demo-1,Brasil,BR,24
2024-11-07,hotel-demo-1,Chile,CL,11
2024-11-07,hotel-demo-1,Uruguay,UY,1
2024-11-07,hotel-demo-2,Argentina,AR,63
2024-11-07,hotel-demo-2,Brasil,BR,13
2024-11-07,hotel-demo-2,Chile,CL,7
2024-11-07,hotel-demo-2,Uruguay,UY,4
2024-11-07,hotel-demo-2,Estados Unidos,US,4
2024-11-07,hotel-demo-2,España,ES,2
2024-11-08,hotel-demo-1,Argentina,AR,127
2024-11-08,hotel-demo-1,Brasil,BR,27
2024-11-08,hotel-demo-1,Chile,CL,11
2024-11-08,hotel-demo-1,Uruguay,UY,11
2024-11-08,hotel-demo-1,Estados Unidos,US,7
2024-11-08,hotel-demo-1,España,ES,4
2024-11-08,hotel-demo-2,Argentina,AR,78
2024-11-08,hotel-demo-2,Brasil,BR,16
2024-11-08,hotel-demo-2,Chile,CL,6
2024-11-09,hotel-demo-1,Argentina,AR,133
2024-11-09,hotel-demo-1,Brasil,BR,32
2024-11-09,hotel-demo-1,Chile,CL,13
2024-11-09,hotel-demo-1,Uruguay,UY,7
2024-11-09,hotel-demo-2,Argentina,AR,67
2024-11-09,hotel-demo-2,Brasil,BR,10
2024-11-09,hotel-demo-2,Chile,CL,5
2024-11-09,hotel-demo-2,Uruguay,UY,4
2024-11-09,hotel-demo-2,Estados Unidos,US,5
2024-11-09,hotel-demo-2,España,ES,2
2024-11-09,hotel-demo-2,Alemania,DE,2
2024-11-09,hotel-demo-2,Francia,FR,2
2024-11-09,hotel-demo-2,México,MX,3
2024-11-10,hotel-demo-1,Argentina,AR,70
2024-11-10,hotel-demo-1,Brasil,BR,28
2024-11-10,hotel-demo-1,Chile,CL,7
2024-11-10,hotel-demo-1,Uruguay,UY,6
2024-11-10,hotel-demo-1,Estados Unidos,US,6
2024-11-10,hotel-demo-1,España,ES,3
2024-11-10,hotel-demo-1,Alemania,DE,4
2024-11-10,hotel-demo-1,Francia,FR,2
2024-11-10,hotel-demo-1,México,MX,31
2024-11-10,hotel-demo-2,Argentina,AR,46
2024-11-10,hotel-demo-2,Brasil,BR,15
2024-11-10,hotel-demo-2,Chile,CL,5
2024-11-10,hotel-demo-2,Uruguay,UY,4
2024-11-10,hotel-demo-2,Estados Unidos,US,6
2024-11-10,hotel-demo-2,España,ES,3
2024-11-10,hotel-demo-2,Alemania,DE,2
2024-11-10,hotel-demo-2,Francia,FR,1
2024-11-10,hotel-demo-2,México,MX,8
2024-11-11,hotel-demo-1,Argentina,AR,74
2024-11-11,hotel-demo-1,Brasil,BR,16
2024-11-11,hotel-demo-1,Chile,CL,10
2024-11-11,hotel-demo-1,Uruguay,UY,8
2024-11-11,hotel-demo-1,Estados Unidos,US,6
2024-11-11,hotel-demo-1,España,ES,4
2024-11-11,hotel-demo-1,Alemania,DE,2
2024-11-11,hotel-demo-1,Francia,FR,2
2024-11-11,hotel-demo-1,México,MX,11
2024-11-11,hotel-demo-2,Argentina,AR,38
2024-11-11,hotel-demo-2,Brasil,BR,13
2024-11-11,hotel-demo-2,Chile,CL,4
2024-11-11,hotel-demo-2,Uruguay,UY,4
2024-11-11,hotel-demo-2,Estados Unidos,US,5
2024-11-11,hotel-demo-2,España,ES,2
2024-11-11,hotel-demo-2,Alemania,DE,1
2024-11-11,hotel-demo-2,Francia,FR,1
2024-11-11,hotel-demo-2,México,MX,15
2024-11-12,hotel-demo-1,Argentina,AR,92
2024-11-12,hotel-demo-1,Brasil,BR,18
2024-11-12,hotel-demo-1,Chile,CL,13
2024-11-12,hotel-demo-1,Uruguay,UY,11
2024-11-12,hotel-demo-1,Estados Unidos,US,10
2024-11-12,hotel-demo-1,España,ES,6
2024-11-12,hotel-demo-1,Alemania,DE,3
2024-11-12,hotel-demo-1,Francia,FR,3
2024-11-12,hotel-demo-1,México,MX,20
2024-11-12,hotel-demo-2,Argentina,AR,40
2024-11-12,hotel-demo-2,Brasil,BR,9
2024-11-12,hotel-demo-2,Chile,CL,5
2024-11-12,hotel-demo-2,Uruguay,UY,5
2024-11-12,hotel-demo-2,Estados Unidos,US,4
2024-11-12,hotel-demo-2,España,ES,2
2024-11-12,hotel-demo-2,Alemania,DE,2
2024-11-12,hotel-demo-2,Francia,FR,2
2024-11-12,hotel-demo-2,México,MX,19
2024-11-13,hotel-demo-1,Argentina,AR,127
2024-11-13,hotel-demo-1,Brasil,BR,28
2024-11-13,hotel-demo-1,Chile,CL,10
2024-11-13,hotel-demo-1,Uruguay,UY,8
2024-11-13,hotel-demo-1,Estados Unidos,US,3
2024-11-13,hotel-demo-2,Argentina,AR,46
2024-11-13,hotel-demo-2,Brasil,BR,13
2024-11-13,hotel-demo-2,Chile,CL,6
2024-11-13,hotel-demo-2,Uruguay,UY,4
2024-11-13,hotel-demo-2,Estados Unidos,US,3
2024-11-13,hotel-demo-2,España,ES,3
2024-11-13,hotel-demo-2,Alemania,DE,2
2024-11-13,hotel-demo-2,Francia,FR,1
2024-11-13,hotel-demo-2,México,MX,1
2024-11-14,hotel-demo-1,Argentina,AR,113
2024-11-14,hotel-demo-1,Brasil,BR,24
2024-11-14,hotel-demo-1,Chile,CL,8
2024-11-14,hotel-demo-1,Uruguay,UY,6
2024-11-14,hotel-demo-1,Estados Unidos,US,7
2024-11-14,hotel-demo-1,España,ES,5
2024-11-14,hotel-demo-1,Alemania,DE,3
2024-11-14,hotel-demo-1,Francia,FR,3
2024-11-14,hotel-demo-1,México,MX,2
2024-11-14,hotel-demo-2,Argentina,AR,62
2024-11-14,hotel-demo-2,Brasil,BR,10
2024-11-14,hotel-demo-2,Chile,CL,6
2024-11-14,hotel-demo-2,Uruguay,UY,4
2024-11-15,hotel-demo-1,Argentina,AR,105
2024-11-15,hotel-demo-1,Brasil,BR,30
2024-11-15,hotel-demo-1,Chile,CL,9
2024-11-15,hotel-demo-1,Uruguay,UY,12
2024-11-15,hotel-demo-1,Estados Unidos,US,10
2024-11-15,hotel-demo-1,España,ES,6
2024-11-15,hotel-demo-1,Alemania,DE,4
2024-11-15,hotel-demo-1,Francia,FR,2
2024-11-15,hotel-demo-1,México,MX,5
2024-11-15,hotel-demo-2,Argentina,AR,65
2024-11-15,hotel-demo-2,Brasil,BR,11
2024-11-15,hotel-demo-2,Chile,CL,4
2024-11-15,hotel-demo-2,Uruguay,UY,4
2024-11-15,hotel-demo-2,Estados Unidos,US,3
2024-11-16,hotel-demo-1,Argentina,AR,130
2024-11-16,hotel-demo-1,Brasil,BR,28
2024-11-16,hotel-demo-1,Chile,CL,11
2024-11-16,hotel-demo-2,Argentina,AR,65
2024-11-16,hotel-demo-2,Brasil,BR,14
2024-11-16,hotel-demo-2,Chile,CL,7
2024-11-16,hotel-demo-2,Uruguay,UY,6
2024-11-16,hotel-demo-2,Estados Unidos,US,4
2024-11-16,hotel-demo-2,España,ES,4
2024-11-16,hotel-demo-2,Alemania,DE,2
2024-11-17,hotel-demo-1,Argentina,AR,85
2024-11-17,hotel-demo-1,Brasil,BR,22
2024-11-17,hotel-demo-1,Chile,CL,8
2024-11-17,hotel-demo-1,Uruguay,UY,8
2024-11-17,hotel-demo-1,Estados Unidos,US,9
2024-11-17,hotel-demo-1,España,ES,5
2024-11-17,hotel-demo-1,Alemania,DE,3
2024-11-17,hotel-demo-1,Francia,FR,2
2024-11-17,hotel-demo-1,México,MX,4
2024-11-17,hotel-demo-2,Argentina,AR,39
2024-11-17,hotel-demo-2,Brasil,BR,11
2024-11-17,hotel-demo-2,Chile,CL,6
2024-11-17,hotel-demo-2,Uruguay,UY,5
2024-11-17,hotel-demo-2,Estados Unidos,US,4
2024-11-17,hotel-demo-2,España,ES,3
2024-11-17,hotel-demo-2,Alemania,DE,1
2024-11-17,hotel-demo-2,Francia,FR,2
2024-11-17,hotel-demo-2,México,MX,17
2024-11-18,hotel-demo-1,Argentina,AR,71
2024-11-18,hotel-demo-1,Brasil,BR,22
2024-11-18,hotel-demo-1,Chile,CL,6
2024-11-18,hotel-demo-1,Uruguay,UY,6
2024-11-18,hotel-demo-1,Estados Unidos,US,5
2024-11-18,hotel-demo-1,España,ES,5
2024-11-18,hotel-demo-1,Alemania,DE,4
2024-11-18,hotel-demo-1,Francia,FR,2
2024-11-18,hotel-demo-1,México,MX,24
2024-11-18,hotel-demo-2,Argentina,AR,66
2024-11-18,hotel-demo-2,Brasil,BR,15
2024-11-18,hotel-demo-2,Chile,CL,5
2024-11-18,hotel-demo-2,Uruguay,UY,2
2024-11-19,hotel-demo-1,Argentina,AR,96
2024-11-19,hotel-demo-1,Brasil,BR,28
2024-11-19,hotel-demo-1,Chile,CL,9
2024-11-19,hotel-demo-1,Uruguay,UY,8
2024-11-19,hotel-demo-1,Estados Unidos,US,9
2024-11-19,hotel-demo-1,España,ES,5
2024-11-19,hotel-demo-1,Alemania,DE,4
2024-11-19,hotel-demo-1,Francia,FR,3
2024-11-19,hotel-demo-1,México,MX,10
2024-11-19,hotel-demo-2,Argentina,AR,48
2024-11-19,hotel-demo-2,Brasil,BR,14
2024-11-19,hotel-demo-2,Chile,CL,6
2024-11-19,hotel-demo-2,Uruguay,UY,5
2024-11-19,hotel-demo-2,Estados Unidos,US,5
2024-11-19,hotel-demo-2,España,ES,3
2024-11-19,hotel-demo-2,Alemania,DE,2
2024-11-19,hotel-demo-2,Francia,FR,1
2024-11-19,hotel-demo-2,México,MX,3
2024-11-20,hotel-demo-1,Argentina,AR,115
2024-11-20,hotel-demo-1,Brasil,BR,23
2024-11-20,hotel-demo-1,Chile,CL,8
2024-11-20,hotel-demo-1,Uruguay,UY,10
2024-11-20,hotel-demo-1,Estados Unidos,US,6
2024-11-20,hotel-demo-2,Argentina,AR,44
2024-11-20,hotel-demo-2,Brasil,BR,10
2024-11-20,hotel-demo-2,Chile,CL,5
2024-11-20,hotel-demo-2,Uruguay,UY,3
2024-11-20,hotel-demo-2,Estados Unidos,US,3
2024-11-20,hotel-demo-2,España,ES,3
2024-11-20,hotel-demo-2,Alemania,DE,2
2024-11-20,hotel-demo-2,Francia,FR,1
2024-11-20,hotel-demo-2,México,MX,6
2024-11-21,hotel-demo-1,Argentina,AR,73
2024-11-21,hotel-demo-1,Brasil,BR,22
2024-11-21,hotel-demo-1,Chile,CL,11
2024-11-21,hotel-demo-1,Uruguay,UY,7
2024-11-21,hotel-demo-1,Estados Unidos,US,8
2024-11-21,hotel-demo-1,España,ES,4
2024-11-21,hotel-demo-1,Alemania,DE,3
2024-11-21,hotel-demo-1,Francia,FR,2
2024-11-21,hotel-demo-1,México,MX,21
2024-11-21,hotel-demo-2,Argentina,AR,42
2024-11-21,hotel-demo-2,Brasil,BR,9
2024-11-21,hotel-demo-2,Chile,CL,5
2024-11-21,hotel-demo-2,Uruguay,UY,3
2024-11-21,hotel-demo-2,Estados Unidos,US,4
2024-11-21,hotel-demo-2,España,ES,3
2024-11-21,hotel-demo-2,Alemania,DE,2
2024-11-21,hotel-demo-2,Francia,FR,1
2024-11-21,hotel-demo-2,México,MX,14
2024-11-22,hotel-demo-1,Argentina,AR,118
2024-11-22,hotel-demo-1,Brasil,BR,22
2024-11-22,hotel-demo-1,Chile,CL,13
2024-11-22,hotel-demo-1,Uruguay,UY,8
2024-11-22,hotel-demo-1,Estados Unidos,US,9
2024-11-22,hotel-demo-1,España,ES,5
2024-11-22,hotel-demo-1,Alemania,DE,5
2024-11-22,hotel-demo-1,Francia,FR,3
2024-11-22,hotel-demo-1,México,MX,17
2024-11-22,hotel-demo-2,Argentina,AR,61
2024-11-22,hotel-demo-2,Brasil,BR,14
2024-11-22,hotel-demo-2,Chile,CL,7
2024-11-22,hotel-demo-2,Uruguay,UY,5
2024-11-22,hotel-demo-2,Estados Unidos,US,5
2024-11-22,hotel-demo-2,España,ES,2
2024-11-22,hotel-demo-2,Alemania,DE,2
2024-11-22,hotel-demo-2,Francia,FR,2
2024-11-22,hotel-demo-2,México,MX,6
2024-11-23,hotel-demo-1,Argentina,AR,106
2024-11-23,hotel-demo-1,Brasil,BR,34
2024-11-23,hotel-demo-1,Chile,CL,11
2024-11-23,hotel-demo-1,Uruguay,UY,12
2024-11-23,hotel-demo-1,Estados Unidos,US,9
2024-11-23,hotel-demo-1,España,ES,6
2024-11-23,hotel-demo-1,Alemania,DE,3
2024-11-23,hotel-demo-1,Francia,FR,3
2024-11-23,hotel-demo-1,México,MX,29
2024-11-23,hotel-demo-2,Argentina,AR,39
2024-11-23,hotel-demo-2,Brasil,BR,13
2024-11-23,hotel-demo-2,Chile,CL,5
2024-11-23,hotel-demo-2,Uruguay,UY,5
2024-11-23,hotel-demo-2,Estados Unidos,US,3
2024-11-23,hotel-demo-2,España,ES,2
2024-11-23,hotel-demo-2,Alemania,DE,2
2024-11-23,hotel-demo-2,Francia,FR,1
2024-11-23,hotel-demo-2,México,MX,10
2024-11-24,hotel-demo-1,Argentina,AR,98
2024-11-24,hotel-demo-1,Brasil,BR,16
2024-11-24,hotel-demo-1,Chile,CL,7
2024-11-24,hotel-demo-1,Uruguay,UY,6
2024-11-24,hotel-demo-1,Estados Unidos,US,6
2024-11-24,hotel-demo-1,España,ES,5
2024-11-24,hotel-demo-1,Alemania,DE,3
2024-11-24,hotel-demo-1,Francia,FR,2
2024-11-24,hotel-demo-1,México,MX,5
2024-11-24,hotel-demo-2,Argentina,AR,37
2024-11-24,hotel-demo-2,Brasil,BR,10
2024-11-24,hotel-demo-2,Chile,CL,6
2024-11-24,hotel-demo-2,Uruguay,UY,4
2024-11-24,hotel-demo-2,Estados Unidos,US,5
2024-11-24,hotel-demo-2,España,ES,3
2024-11-24,hotel-demo-2,Alemania,DE,2
2024-11-24,hotel-demo-2,Francia,FR,1
2024-11-24,hotel-demo-2,México,MX,15
2024-11-25,hotel-demo-1,Argentina,AR,91
2024-11-25,hotel-demo-1,Brasil,BR,24
2024-11-25,hotel-demo-1,Chile,CL,9
2024-11-25,hotel-demo-1,Uruguay,UY,11
2024-11-25,hotel-demo-1,Estados Unidos,US,11
2024-11-25,hotel-demo-1,España,ES,5
2024-11-25,hotel-demo-1,Alemania,DE,4
2024-11-25,hotel-demo-1,Francia,FR,2
2024-11-25,hotel-demo-1,México,MX,33
2024-11-25,hotel-demo-2,Argentina,AR,66
2024-11-25,hotel-demo-2,Brasil,BR,13
2024-11-25,hotel-demo-2,Chile,CL,5
2024-11-25,hotel-demo-2,Uruguay,UY,5
2024-11-25,hotel-demo-2,Estados Unidos,US,6
2024-11-26,hotel-demo-1,Argentina,AR,88
2024-11-26,hotel-demo-1,Brasil,BR,30
2024-11-26,hotel-demo-1,Chile,CL,13
2024-11-26,hotel-demo-1,Uruguay,UY,11
2024-11-26,hotel-demo-1,Estados Unidos,US,10
2024-11-26,hotel-demo-1,España,ES,4
2024-11-26,hotel-demo-1,Alemania,DE,3
2024-11-26,hotel-demo-1,Francia,FR,3
2024-11-26,hotel-demo-1,México,MX,12
2024-11-26,hotel-demo-2,Argentina,AR,54
2024-11-26,hotel-demo-2,Brasil,BR,14
2024-11-26,hotel-demo-2,Chile,CL,7
2024-11-26,hotel-demo-2,Uruguay,UY,6
2024-11-26,hotel-demo-2,Estados Unidos,US,6
2024-11-26,hotel-demo-2,España,ES,3
2024-11-26,hotel-demo-2,Alemania,DE,2
2024-11-26,hotel-demo-2,Francia,FR,1
2024-11-26,hotel-demo-2,México,MX,2
2024-11-27,hotel-demo-1,Argentina,AR,129
2024-11-27,hotel-demo-1,Brasil,BR,20
2024-11-27,hotel-demo-1,Chile,CL,11
2024-11-27,hotel-demo-1,Uruguay,UY,2
2024-11-27,hotel-demo-2,Argentina,AR,42
2024-11-27,hotel-demo-2,Brasil,BR,11
2024-11-27,hotel-demo-2,Chile,CL,6
2024-11-27,hotel-demo-2,Uruguay,UY,5
2024-11-27,hotel-demo-2,Estados Unidos,US,3
2024-11-27,hotel-demo-2,España,ES,3
2024-11-27,hotel-demo-2,Alemania,DE,1
2024-11-27,hotel-demo-2,Francia,FR,1
2024-11-27,hotel-demo-2,México,MX,6
2024-11-28,hotel-demo-1,Argentina,AR,86
2024-11-28,hotel-demo-1,Brasil,BR,17
2024-11-28,hotel-demo-1,Chile,CL,11
2024-11-28,hotel-demo-1,Uruguay,UY,7
2024-11-28,hotel-demo-1,Estados Unidos,US,8
2024-11-28,hotel-demo-1,España,ES,3
2024-11-28,hotel-demo-1,Alemania,DE,4
2024-11-28,hotel-demo-1,Francia,FR,2
2024-11-28,hotel-demo-1,México,MX,5
2024-11-28,hotel-demo-2,Argentina,AR,73
2024-11-28,hotel-demo-2,Brasil,BR,15
2024-11-28,hotel-demo-2,Chile,CL,6
2024-11-28,hotel-demo-2,Uruguay,UY,1
2024-11-29,hotel-demo-1,Argentina,AR,69
2024-11-29,hotel-demo-1,Brasil,BR,27
2024-11-29,hotel-demo-1,Chile,CL,11
2024-11-29,hotel-demo-1,Uruguay,UY,8
2024-11-29,hotel-demo-1,Estados Unidos,US,8
2024-11-29,hotel-demo-1,España,ES,6
2024-11-29,hotel-demo-1,Alemania,DE,2
2024-11-29,hotel-demo-1,Francia,FR,2
2024-11-29,hotel-demo-1,México,MX,24
2024-11-29,hotel-demo-2,Argentina,AR,59
2024-11-29,hotel-demo-2,Brasil,BR,9
2024-11-29,hotel-demo-2,Chile,CL,6
2024-11-29,hotel-demo-2,Uruguay,UY,4
2024-11-29,hotel-demo-2,Estados Unidos,US,3
2024-11-29,hotel-demo-2,España,ES,2
2024-11-29,hotel-demo-2,Alemania,DE,2
2024-11-29,hotel-demo-2,Francia,FR,2
2024-11-30,hotel-demo-1,Argentina,AR,103
2024-11-30,hotel-demo-1,Brasil,BR,24
2024-11-30,hotel-demo-1,Chile,CL,11
2024-11-30,hotel-demo-1,Uruguay,UY,7
2024-11-30,hotel-demo-1,Estados Unidos,US,8
2024-11-30,hotel-demo-1,España,ES,5
2024-11-30,hotel-demo-1,Alemania,DE,3
2024-11-30,hotel-demo-1,Francia,FR,3
2024-11-30,hotel-demo-1,México,MX,24
2024-11-30,hotel-demo-2,Argentina,AR,63
2024-11-30,hotel-demo-2,Brasil,BR,13
2024-11-30,hotel-demo-2,Chile,CL,5
2024-11-30,hotel-demo-2,Uruguay,UY,6
2024-11-30,hotel-demo-2,Estados Unidos,US,4
