hotel,fecha,fecha_reporte,concepto,dia,mes,anio
demo-centro,2025-11-12,2025-11-13,Room Revenue,27573.02,319667.29,7677526.78
demo-centro,2025-11-12,2025-11-13,Total Revenue,34464.33,406843.81,9823743.59
demo-centro,2025-11-12,2025-11-13,Food And Beverage Revenue,6064.12,77586.5,1915891.01
demo-centro,2025-11-12,2025-11-13,Other Revenue,827.19,0,0
demo-costa,2025-11-12,2025-11-13,Total Rooms in Hotel,140,1680,44240
demo-costa,2025-11-12,2025-11-13,Rooms Occupied minus House Use,92,1126,27104
demo-costa,2025-11-12,2025-11-13,Room Revenue,14400.35,178987.01,4226945.8
demo-costa,2025-11-12,2025-11-13,Total Revenue,18909.76,230012.76,5404651.27
demo-costa,2025-11-12,2025-11-13,Food And Beverage Revenue,4077.41,45656.14,1050897.1
demo-costa,2025-11-12,2025-11-13,Other Revenue,432.01,0,0
demo-centro,2025-11-13,2025-11-14,Total Rooms in Hotel,220,2860,69740
demo-centro,2025-11-13,2025-11-14,Rooms Occupied minus House Use,158,2051,46347
demo-centro,2025-11-13,2025-11-14,Room Revenue,25908.76,345576.06,7703435.55
demo-centro,2025-11-13,2025-11-14,Total Revenue,32223.78,439067.59,9855967.38
demo-centro,2025-11-13,2025-11-14,Food And Beverage Revenue,5537.76,83124.25,1921428.76
demo-centro,2025-11-13,2025-11-14,Other Revenue,777.26,0,0
demo-costa,2025-11-13,2025-11-14,Total Rooms in Hotel,140,1820,44380
demo-costa,2025-11-13,2025-11-14,Rooms Occupied minus House Use,90,1216,27194
demo-costa,2025-11-13,2025-11-14,Room Revenue,14846.32,193833.33,4241792.12
demo-costa,2025-11-13,2025-11-14,Total Revenue,18769.01,248781.78,5423420.29
demo-costa,2025-11-13,2025-11-14,Food And Beverage Revenue,3477.3,49133.44,1054374.4
demo-costa,2025-11-13,2025-11-14,Other Revenue,445.39,0,0
demo-centro,2025-11-14,2025-11-15,Total Rooms in Hotel,220,3080,69960
demo-centro,2025-11-14,2025-11-15,Rooms Occupied minus House Use,171,2222,46518
demo-centro,2025-11-14,2025-11-15,Room Revenue,28307.08,373883.14,7731742.63
demo-centro,2025-11-14,2025-11-15,Total Revenue,36113.6,475181.19,9892080.97
demo-centro,2025-11-14,2025-11-15,Food And Beverage Revenue,6957.3,90081.56,1928386.07
demo-centro,2025-11-14,2025-11-15,Other Revenue,849.21,0,0
demo-costa,2025-11-14,2025-11-15,Total Rooms in Hotel,140,1960,44520
demo-costa,2025-11-14,2025-11-15,Rooms Occupied minus House Use,101,1317,27295
demo-costa,2025-11-14,2025-11-15,Room Revenue,15819.06,209652.39,4257611.18
demo-costa,2025-11-14,2025-11-15,Total Revenue,19988.38,268770.16,5443408.67
demo-costa,2025-11-14,2025-11-15,Food And Beverage Revenue,3694.75,52828.19,1058069.15
demo-costa,2025-11-14,2025-11-15,Other Revenue,474.57,0,0
demo-centro,2025-11-15,2025-11-16,Total Rooms in Hotel,220,3300,70180
demo-centro,2025-11-15,2025-11-16,Rooms Occupied minus House Use,154,2376,46672
demo-centro,2025-11-15,2025-11-16,Room Revenue,26166.2,400049.33,7757908.82
demo-centro,2025-11-15,2025-11-16,Total Revenue,33836.38,509017.56,9925917.35
demo-centro,2025-11-15,2025-11-16,Food And Beverage Revenue,6885.19,96966.75,1935271.26
demo-centro,2025-11-15,2025-11-16,Other Revenue,784.99,0,0
demo-costa,2025-11-15,2025-11-16,Total Rooms in Hotel,140,2100,44660
demo-costa,2025-11-15,2025-11-16,Rooms Occupied minus House Use,108,1425,27403
demo-costa,2025-11-15,2025-11-16,Room Revenue,17026.03,226678.42,4274637.21
demo-costa,2025-11-15,2025-11-16,Total Revenue,21416.57,290186.73,5464825.24
demo-costa,2025-11-15,2025-11-16,Food And Beverage Revenue,3879.76,56707.95,1061948.91
demo-costa,2025-11-15,2025-11-16,Other Revenue,510.78,0,0
demo-centro,2025-11-16,2025-11-17,Total Rooms in Hotel,220,3520,70400
demo-centro,2025-11-16,2025-11-17,Rooms Occupied minus House Use,150,2526,46822
demo-centro,2025-11-16,2025-11-17,Room Revenue,25468.12,425517.45,7783376.94
demo-centro,2025-11-16,2025-11-17,Total Revenue,33410.61,542428.17,9959327.96
demo-centro,2025-11-16,2025-11-17,Food And Beverage Revenue,7178.45,104145.2,1942449.71
demo-centro,2025-11-16,2025-11-17,Other Revenue,764.04,0,0
demo-costa,2025-11-16,2025-11-17,Total Rooms in Hotel,140,2240,44800
demo-costa,2025-11-16,2025-11-17,Rooms Occupied minus House Use,83,1508,27486
demo-costa,2025-11-16,2025-11-17,Room Revenue,12632.17,239310.6,4287269.38
demo-costa,2025-11-16,2025-11-17,Total Revenue,16365.21,306551.94,5481190.45
demo-costa,2025-11-16,2025-11-17,Food And Beverage Revenue,3354.07,60062.03,1065302.98
demo-costa,2025-11-16,2025-11-17,Other Revenue,378.97,0,0
demo-centro,2025-11-17,2025-11-18,Total Rooms in Hotel,220,3740,70620
demo-centro,2025-11-17,2025-11-18,Rooms Occupied minus House Use,165,2691,46987
demo-centro,2025-11-17,2025-11-18,Room Revenue,29040.38,454557.83,7812417.32
demo-centro,2025-11-17,2025-11-18,Total Revenue,36165.06,578593.23,9995493.02
demo-centro,2025-11-17,2025-11-18,Food And Beverage Revenue,6253.47,110398.67,1948703.18
demo-centro,2025-11-17,2025-11-18,Other Revenue,871.21,0,0
demo-costa,2025-11-17,2025-11-18,Total Rooms in Hotel,140,2380,44940
demo-costa,2025-11-17,2025-11-18,Rooms Occupied minus House Use,95,1603,27581
demo-costa,2025-11-17,2025-11-18,Room Revenue,14579.75,253890.35,4301849.14
demo-costa,2025-11-17,2025-11-18,Total Revenue,18779.39,325331.33,5499969.84
demo-costa,2025-11-17,2025-11-18,Food And Beverage Revenue,3762.24,63824.27,1069065.23
demo-costa,2025-11-17,2025-11-18,Other Revenue,437.39,0,0
demo-centro,2025-11-18,2025-11-19,Total Rooms in Hotel,220,3960,70840
demo-centro,2025-11-18,2025-11-19,Rooms Occupied minus House Use,144,2835,47131
demo-centro,2025-11-18,2025-11-19,Room Revenue,24882.26,479440.09,7837299.58
demo-centro,2025-11-18,2025-11-19,Total Revenue,33045.44,611638.68,10028538.46
demo-centro,2025-11-18,2025-11-19,Food And Beverage Revenue,7416.72,117815.38,1956119.89
demo-centro,2025-11-18,2025-11-19,Other Revenue,746.47,0,0
demo-costa,2025-11-18,2025-11-19,Total Rooms in Hotel,140,2520,45080
demo-costa,2025-11-18,2025-11-19,Rooms Occupied minus House Use,95,1698,27676
demo-costa,2025-11-18,2025-11-19,Room Revenue,15519.39,269409.74,4317368.52
demo-costa,2025-11-18,2025-11-19,Total Revenue,20496.56,345827.89,5520466.4
demo-costa,2025-11-18,2025-11-19,Food And Beverage Revenue,4511.6,68335.87,1073576.82
demo-costa,2025-11-18,2025-11-19,Other Revenue,465.58,0,0
demo-centro,2025-11-19,2025-11-20,Total Rooms in Hotel,220,4180,71060
demo-centro,2025-11-19,2025-11-20,Rooms Occupied minus House Use,168,3003,47299
demo-centro,2025-11-19,2025-11-20,Room Revenue,29515.83,508955.92,7866815.41
demo-centro,2025-11-19,2025-11-20,Total Revenue,39144.65,650783.32,10067683.11
demo-centro,2025-11-19,2025-11-20,Food And Beverage Revenue,8743.35,126558.73,1964863.24
demo-centro,2025-11-19,2025-11-20,Other Revenue,885.47,0,0
demo-costa,2025-11-19,2025-11-20,Total Rooms in Hotel,140,2660,45220
demo-costa,2025-11-19,2025-11-20,Rooms Occupied minus House Use,102,1800,27778
demo-costa,2025-11-19,2025-11-20,Room Revenue,15553.0,284962.74,4332921.53
demo-costa,2025-11-19,2025-11-20,Total Revenue,20289.58,366117.47,5540755.98
demo-costa,2025-11-19,2025-11-20,Food And Beverage Revenue,4269.98,72605.85,1077846.81
demo-costa,2025-11-19,2025-11-20,Other Revenue,466.59,0,0
demo-centro,2025-11-20,2025-11-21,Total Rooms in Hotel,220,4400,71280
demo-centro,2025-11-20,2025-11-21,Rooms Occupied minus House Use,147,3150,47446
demo-centro,2025-11-20,2025-11-21,Room Revenue,24539.84,533495.76,7891355.25
demo-centro,2025-11-20,2025-11-21,Total Revenue,31548.92,682332.25,10099232.03
demo-centro,2025-11-20,2025-11-21,Food And Beverage Revenue,6272.88,132831.61,1971136.12
demo-centro,2025-11-20,2025-11-21,Other Revenue,736.2,0,0
demo-costa,2025-11-20,2025-11-21,Total Rooms in Hotel,140,2800,45360
demo-costa,2025-11-20,2025-11-21,Rooms Occupied minus House Use,93,1893,27871
demo-costa,2025-11-20,2025-11-21,Room Revenue,14730.62,299693.36,4347652.15
demo-costa,2025-11-20,2025-11-21,Total Revenue,18523.83,384641.3,5559279.81
demo-costa,2025-11-20,2025-11-21,Food And Beverage Revenue,3351.29,75957.13,1081198.09
demo-costa,2025-11-20,2025-11-21,Other Revenue,441.92,0,0
demo-centro,2025-11-21,2025-11-22,Total Rooms in Hotel,220,4620,71500
demo-centro,2025-11-21,2025-11-22,Rooms Occupied minus House Use,175,3325,47621
demo-centro,2025-11-21,2025-11-22,Room Revenue,28035.59,561531.35,7919390.85
demo-centro,2025-11-21,2025-11-22,Total Revenue,36169.19,718501.43,10135401.22
demo-centro,2025-11-21,2025-11-22,Food And Beverage Revenue,7292.52,140124.14,1978428.65
demo-centro,2025-11-21,2025-11-22,Other Revenue,841.07,0,0
demo-costa,2025-11-21,2025-11-22,Total Rooms in Hotel,140,2940,45500
demo-costa,2025-11-21,2025-11-22,Rooms Occupied minus House Use,95,1988,27966
demo-costa,2025-11-21,2025-11-22,Room Revenue,14768.84,314462.2,4362420.99
demo-costa,2025-11-21,2025-11-22,Total Revenue,19598.1,404239.39,5578877.9
demo-costa,2025-11-21,2025-11-22,Food And Beverage Revenue,4386.19,80343.32,1085584.28
demo-costa,2025-11-21,2025-11-22,Other Revenue,443.07,0,0
demo-centro,2025-11-22,2025-11-23,Total Rooms in Hotel,220,4840,71720
demo-centro,2025-11-22,2025-11-23,Rooms Occupied minus House Use,170,3495,47791
demo-centro,2025-11-22,2025-11-23,Room Revenue,29739.63,591270.99,7949130.48
demo-centro,2025-11-22,2025-11-23,Total Revenue,38656.43,757157.86,10174057.64
demo-centro,2025-11-22,2025-11-23,Food And Beverage Revenue,8024.61,148148.74,1986453.25
demo-centro,2025-11-22,2025-11-23,Other Revenue,892.19,0,0
demo-costa,2025-11-22,2025-11-23,Total Rooms in Hotel,140,3080,45640
demo-costa,2025-11-22,2025-11-23,Rooms Occupied minus House Use,118,2106,28084
demo-costa,2025-11-22,2025-11-23,Room Revenue,19373.4,333835.61,4381794.39
demo-costa,2025-11-22,2025-11-23,Total Revenue,24417.49,428656.89,5603295.4
demo-costa,2025-11-22,2025-11-23,Food And Beverage Revenue,4462.89,84806.21,1090047.17
demo-costa,2025-11-22,2025-11-23,Other Revenue,581.2,0,0
demo-centro,2025-11-23,2025-11-24,Total Rooms in Hotel,220,5060,71940
demo-centro,2025-11-23,2025-11-24,Rooms Occupied minus House Use,140,3635,47931
demo-centro,2025-11-23,2025-11-24,Room Revenue,23189.21,614460.2,7972319.69
demo-centro,2025-11-23,2025-11-24,Total Revenue,30577.26,787735.12,10204634.91
demo-centro,2025-11-23,2025-11-24,Food And Beverage Revenue,6692.38,154841.12,1993145.63
demo-centro,2025-11-23,2025-11-24,Other Revenue,695.68,0,0
demo-costa,2025-11-23,2025-11-24,Total Rooms in Hotel,140,3220,45780
demo-costa,2025-11-23,2025-11-24,Rooms Occupied minus House Use,79,2185,28163
demo-costa,2025-11-23,2025-11-24,Room Revenue,12957.28,346792.89,4394751.68
demo-costa,2025-11-23,2025-11-24,Total Revenue,16652.4,445309.29,5619947.8
demo-costa,2025-11-23,2025-11-24,Food And Beverage Revenue,3306.4,88112.61,1093353.57
demo-costa,2025-11-23,2025-11-24,Other Revenue,388.72,0,0
demo-centro,2025-11-24,2025-11-25,Total Rooms in Hotel,220,5280,72160
demo-centro,2025-11-24,2025-11-25,Rooms Occupied minus House Use,145,3780,48076
demo-centro,2025-11-24,2025-11-25,Room Revenue,24894.32,639354.52,7997214.01
demo-centro,2025-11-24,2025-11-25,Total Revenue,32894.76,820629.88,10237529.67
demo-centro,2025-11-24,2025-11-25,Food And Beverage Revenue,7253.61,162094.73,2000399.24
demo-centro,2025-11-24,2025-11-25,Other Revenue,746.83,0,0
demo-costa,2025-11-24,2025-11-25,Total Rooms in Hotel,140,3360,45920
demo-costa,2025-11-24,2025-11-25,Rooms Occupied minus House Use,96,2281,28259
demo-costa,2025-11-24,2025-11-25,Room Revenue,14423.78,361216.67,4409175.46
demo-costa,2025-11-24,2025-11-25,Total Revenue,17811.02,463120.31,5637758.82
demo-costa,2025-11-24,2025-11-25,Food And Beverage Revenue,2954.53,91067.14,1096308.1
demo-costa,2025-11-24,2025-11-25,Other Revenue,432.71,0,0
demo-centro,2025-11-25,2025-11-26,Total Rooms in Hotel,220,5500,72380
demo-centro,2025-11-25,2025-11-26,Rooms Occupied minus House Use,165,3945,48241
demo-centro,2025-11-25,2025-11-26,Room Revenue,28616.94,667971.46,8025830.95
demo-centro,2025-11-25,2025-11-26,Total Revenue,37040.54,857670.42,10274570.21
demo-centro,2025-11-25,2025-11-26,Food And Beverage Revenue,7565.09,169659.82,2007964.33
demo-centro,2025-11-25,2025-11-26,Other Revenue,858.51,0,0
demo-costa,2025-11-25,2025-11-26,Total Rooms in Hotel,140,3500,46060
demo-costa,2025-11-25,2025-11-26,Rooms Occupied minus House Use,96,2377,28355
demo-costa,2025-11-25,2025-11-26,Room Revenue,15135.24,376351.91,4424310.69
demo-costa,2025-11-25,2025-11-26,Total Revenue,18746.56,481866.87,5656505.38
demo-costa,2025-11-25,2025-11-26,Food And Beverage Revenue,3157.26,94224.4,1099465.36
demo-costa,2025-11-25,2025-11-26,Other Revenue,454.06,0,0
demo-centro,2025-11-26,2025-11-27,Total Rooms in Hotel,220,5720,72600
demo-centro,2025-11-26,2025-11-27,Rooms Occupied minus House Use,184,4129,48425
demo-centro,2025-11-26,2025-11-27,Room Revenue,31678.97,699650.42,8057509.91
demo-centro,2025-11-26,2025-11-27,Total Revenue,40045.01,897715.43,10314615.22
demo-centro,2025-11-26,2025-11-27,Food And Beverage Revenue,7415.67,177075.49,2015380.01
demo-centro,2025-11-26,2025-11-27,Other Revenue,950.37,0,0
demo-costa,2025-11-26,2025-11-27,Total Rooms in Hotel,140,3640,46200
demo-costa,2025-11-26,2025-11-27,Rooms Occupied minus House Use,86,2463,28441
demo-costa,2025-11-26,2025-11-27,Room Revenue,13125.46,389477.37,4437436.16
demo-costa,2025-11-26,2025-11-27,Total Revenue,16985.46,498852.33,5673490.84
demo-costa,2025-11-26,2025-11-27,Food And Beverage Revenue,3466.24,97690.64,1102931.6
demo-costa,2025-11-26,2025-11-27,Other Revenue,393.76,0,0
demo-centro,2025-11-27,2025-11-28,Total Rooms in Hotel,220,5940,72820
demo-centro,2025-11-27,2025-11-28,Rooms Occupied minus House Use,168,4297,48593
demo-centro,2025-11-27,2025-11-28,Room Revenue,28676.86,728327.28,8086186.77
demo-centro,2025-11-27,2025-11-28,Total Revenue,35884.72,933600.15,10350499.93
demo-centro,2025-11-27,2025-11-28,Food And Beverage Revenue,6347.55,183423.05,2021727.56
demo-centro,2025-11-27,2025-11-28,Other Revenue,860.31,0,0
demo-costa,2025-11-27,2025-11-28,Total Rooms in Hotel,140,3780,46340
demo-costa,2025-11-27,2025-11-28,Rooms Occupied minus House Use,91,2554,28532
demo-costa,2025-11-27,2025-11-28,Room Revenue,14420.81,403898.17,4451856.96
demo-costa,2025-11-27,2025-11-28,Total Revenue,18868.74,517721.07,5692359.58
demo-costa,2025-11-27,2025-11-28,Food And Beverage Revenue,4015.31,101705.95,1106946.91
demo-costa,2025-11-27,2025-11-28,Other Revenue,432.62,0,0
demo-centro,2025-11-28,2025-11-29,Total Rooms in Hotel,220,6160,73040
demo-centro,2025-11-28,2025-11-29,Rooms Occupied minus House Use,188,4485,48781
demo-centro,2025-11-28,2025-11-29,Room Revenue,30561.21,758888.49,8116747.98
demo-centro,2025-11-28,2025-11-29,Total Revenue,37809.65,971409.8,10388309.59
demo-centro,2025-11-28,2025-11-29,Food And Beverage Revenue,6331.61,189754.66,2028059.17
demo-centro,2025-11-28,2025-11-29,Other Revenue,916.84,0,0
demo-costa,2025-11-28,2025-11-29,Total Rooms in Hotel,140,3920,46480
demo-costa,2025-11-28,2025-11-29,Rooms Occupied minus House Use,108,2662,28640
demo-costa,2025-11-28,2025-11-29,Room Revenue,17454.51,421352.68,4469311.47
demo-costa,2025-11-28,2025-11-29,Total Revenue,21652.09,539373.17,5714011.67
demo-costa,2025-11-28,2025-11-29,Food And Beverage Revenue,3673.95,105379.9,1110620.86
demo-costa,2025-11-28,2025-11-29,Other Revenue,523.64,0,0
demo-centro,2025-11-29,2025-11-30,Total Rooms in Hotel,220,6380,73260
demo-centro,2025-11-29,2025-11-30,Rooms Occupied minus House Use,167,4652,48948
demo-centro,2025-11-29,2025-11-30,Room Revenue,28987.42,787875.91,8145735.4
demo-centro,2025-11-29,2025-11-30,Total Revenue,37094.0,1008503.8,10425403.59
demo-centro,2025-11-29,2025-11-30,Food And Beverage Revenue,7236.96,196991.61,2035296.12
demo-centro,2025-11-29,2025-11-30,Other Revenue,869.62,0,0
demo-costa,2025-11-29,2025-11-30,Total Rooms in Hotel,140,4060,46620
demo-costa,2025-11-29,2025-11-30,Rooms Occupied minus House Use,99,2761,28739
demo-costa,2025-11-29,2025-11-30,Room Revenue,15831.03,437183.71,4485142.49
demo-costa,2025-11-29,2025-11-30,Total Revenue,20167.87,559541.03,5734179.54
demo-costa,2025-11-29,2025-11-30,Food And Beverage Revenue,3861.91,109241.82,1114482.77
demo-costa,2025-11-29,2025-11-30,Other Revenue,474.93,0,0
demo-centro,2025-11-30,2025-12-01,Total Rooms in Hotel,220,6600,73480
demo-centro,2025-11-30,2025-12-01,Rooms Occupied minus House Use,143,4795,49091
demo-centro,2025-11-30,2025-12-01,Room Revenue,23130.79,811006.7,8168866.19
demo-centro,2025-11-30,2025-12-01,Total Revenue,30353.39,1038857.19,10455756.98
demo-centro,2025-11-30,2025-12-01,Food And Beverage Revenue,6528.68,203520.29,2041824.8
demo-centro,2025-11-30,2025-12-01,Other Revenue,693.92,0,0
demo-costa,2025-11-30,2025-12-01,Total Rooms in Hotel,140,4200,46760
demo-costa,2025-11-30,2025-12-01,Rooms Occupied minus House Use,91,2852,28830
demo-costa,2025-11-30,2025-12-01,Room Revenue,14933.57,452117.28,4500076.06
demo-costa,2025-11-30,2025-12-01,Total Revenue,19269.2,578810.23,5753448.74
demo-costa,2025-11-30,2025-12-01,Food And Beverage Revenue,3887.62,113129.44,1118370.4
demo-costa,2025-11-30,2025-12-01,Other Revenue,448.01,0,0
demo-centro,2025-12-01,2025-12-02,Total Rooms in Hotel,220,220,73700
demo-centro,2025-12-01,2025-12-02,Rooms Occupied minus House Use,130,130,49221
demo-centro,2025-12-01,2025-12-02,Room Revenue,22074.04,22074.04,8190940.23
demo-centro,2025-12-01,2025-12-02,Total Revenue,29125.33,29125.33,10484882.31
demo-centro,2025-12-01,2025-12-02,Food And Beverage Revenue,6389.07,6389.07,2048213.87
demo-centro,2025-12-01,2025-12-02,Other Revenue,662.22,0,0
demo-costa,2025-12-01,2025-12-02,Total Rooms in Hotel,140,140,46900
demo-costa,2025-12-01,2025-12-02,Rooms Occupied minus House Use,129,129,28959
demo-costa,2025-12-01,2025-12-02,Room Revenue,20963.21,20963.21,4521039.27
demo-costa,2025-12-01,2025-12-02,Total Revenue,27491.22,27491.22,5780939.96
demo-costa,2025-12-01,2025-12-02,Food And Beverage Revenue,5899.12,5899.12,1124269.52
demo-costa,2025-12-01,2025-12-02,Other Revenue,628.9,0,0
demo-centro,2025-12-02,2025-12-03,Total Rooms in Hotel,220,440,73920
demo-centro,2025-12-02,2025-12-03,Rooms Occupied minus House Use,148,278,49369
demo-centro,2025-12-02,2025-12-03,Room Revenue,23293.73,45367.77,8214233.96
demo-centro,2025-12-02,2025-12-03,Total Revenue,30648.6,59773.94,10515530.91
demo-centro,2025-12-02,2025-12-03,Food And Beverage Revenue,6656.06,13045.13,2054869.93
demo-centro,2025-12-02,2025-12-03,Other Revenue,698.81,0,0
demo-costa,2025-12-02,2025-12-03,Total Rooms in Hotel,140,280,47040
demo-costa,2025-12-02,2025-12-03,Rooms Occupied minus House Use,110,239,29069
demo-costa,2025-12-02,2025-12-03,Room Revenue,17197.65,38160.85,4538236.92
demo-costa,2025-12-02,2025-12-03,Total Revenue,21687.03,49178.25,5802626.99
demo-costa,2025-12-02,2025-12-03,Food And Beverage Revenue,3973.45,9872.57,1128242.97
demo-costa,2025-12-02,2025-12-03,Other Revenue,515.93,0,0
demo-centro,2025-12-03,2025-12-04,Total Rooms in Hotel,220,660,74140
demo-centro,2025-12-03,2025-12-04,Rooms Occupied minus House Use,125,403,49494
demo-centro,2025-12-03,2025-12-04,Room Revenue,20528.21,65895.98,8234762.17
demo-centro,2025-12-03,2025-12-04,Total Revenue,25791.33,85565.27,10541322.24
demo-centro,2025-12-03,2025-12-04,Food And Beverage Revenue,4647.28,17692.41,2059517.21
demo-centro,2025-12-03,2025-12-04,Other Revenue,615.85,0,0
demo-costa,2025-12-03,2025-12-04,Total Rooms in Hotel,140,420,47180
demo-costa,2025-12-03,2025-12-04,Rooms Occupied minus House Use,119,358,29188
demo-costa,2025-12-03,2025-12-04,Room Revenue,19473.03,57633.88,4557709.94
demo-costa,2025-12-03,2025-12-04,Total Revenue,25062.74,74240.99,5827689.73
demo-costa,2025-12-03,2025-12-04,Food And Beverage Revenue,5005.52,14878.09,1133248.49
demo-costa,2025-12-03,2025-12-04,Other Revenue,584.19,0,0
demo-centro,2025-12-04,2025-12-05,Total Rooms in Hotel,220,880,74360
demo-centro,2025-12-04,2025-12-05,Rooms Occupied minus House Use,130,533,49624
demo-centro,2025-12-04,2025-12-05,Room Revenue,21266.26,87162.23,8256028.43
demo-centro,2025-12-04,2025-12-05,Total Revenue,27475.48,113040.75,10568797.73
demo-centro,2025-12-04,2025-12-05,Food And Beverage Revenue,5571.24,23263.65,2065088.45
demo-centro,2025-12-04,2025-12-05,Other Revenue,637.99,0,0
demo-costa,2025-12-04,2025-12-05,Total Rooms in Hotel,140,560,47320
demo-costa,2025-12-04,2025-12-05,Rooms Occupied minus House Use,128,486,29316
demo-costa,2025-12-04,2025-12-05,Room Revenue,20778.46,78412.34,4578488.4
demo-costa,2025-12-04,2025-12-05,Total Revenue,27508.28,101749.27,5855198.01
demo-costa,2025-12-04,2025-12-05,Food And Beverage Revenue,6106.47,20984.56,1139354.96
demo-costa,2025-12-04,2025-12-05,Other Revenue,623.35,0,0
demo-centro,2025-12-05,2025-12-06,Total Rooms in Hotel,220,1100,74580
demo-centro,2025-12-05,2025-12-06,Rooms Occupied minus House Use,137,670,49761
demo-centro,2025-12-05,2025-12-06,Room Revenue,21904.51,109066.75,8277932.94
demo-centro,2025-12-05,2025-12-06,Total Revenue,27863.44,140904.18,10596661.16
demo-centro,2025-12-05,2025-12-06,Food And Beverage Revenue,5301.79,28565.43,2070390.23
demo-centro,2025-12-05,2025-12-06,Other Revenue,657.14,0,0
demo-costa,2025-12-05,2025-12-06,Total Rooms in Hotel,140,700,47460
demo-costa,2025-12-05,2025-12-06,Rooms Occupied minus House Use,137,623,29453
demo-costa,2025-12-05,2025-12-06,Room Revenue,22502.4,100914.74,4600990.8
demo-costa,2025-12-05,2025-12-06,Total Revenue,29524.16,131273.43,5884722.18
demo-costa,2025-12-05,2025-12-06,Food And Beverage Revenue,6346.69,27331.25,1145701.65
demo-costa,2025-12-05,2025-12-06,Other Revenue,675.07,0,0
demo-centro,2025-12-06,2025-12-07,Total Rooms in Hotel,220,1320,74800
demo-centro,2025-12-06,2025-12-07,Rooms Occupied minus House Use,154,824,49915
demo-centro,2025-12-06,2025-12-07,Room Revenue,24625.51,133692.26,8302558.45
demo-centro,2025-12-06,2025-12-07,Total Revenue,30592.06,171496.24,10627253.22
demo-centro,2025-12-06,2025-12-07,Food And Beverage Revenue,5227.78,33793.22,2075618.02
demo-centro,2025-12-06,2025-12-07,Other Revenue,738.77,0,0
demo-costa,2025-12-06,2025-12-07,Total Rooms in Hotel,140,840,47600
demo-costa,2025-12-06,2025-12-07,Rooms Occupied minus House Use,137,760,29590
demo-costa,2025-12-06,2025-12-07,Room Revenue,21759.21,122673.95,4622750.01
demo-costa,2025-12-06,2025-12-07,Total Revenue,27478.58,158752.02,5912200.76
demo-costa,2025-12-06,2025-12-07,Food And Beverage Revenue,5066.59,32397.85,1150768.25
demo-costa,2025-12-06,2025-12-07,Other Revenue,652.78,0,0
demo-centro,2025-12-07,2025-12-08,Total Rooms in Hotel,220,1540,75020
demo-centro,2025-12-07,2025-12-08,Rooms Occupied minus House Use,125,949,50040
demo-centro,2025-12-07,2025-12-08,Room Revenue,20043.9,153736.15,8322602.35
demo-centro,2025-12-07,2025-12-08,Total Revenue,26057.52,197553.76,10653310.74
demo-centro,2025-12-07,2025-12-08,Food And Beverage Revenue,5412.31,39205.52,2081030.32
demo-centro,2025-12-07,2025-12-08,Other Revenue,601.32,0,0
demo-costa,2025-12-07,2025-12-08,Total Rooms in Hotel,140,980,47740
demo-costa,2025-12-07,2025-12-08,Rooms Occupied minus House Use,110,870,29700
demo-costa,2025-12-07,2025-12-08,Room Revenue,17481.93,140155.88,4640231.94
demo-costa,2025-12-07,2025-12-08,Total Revenue,22079.56,180831.58,5934280.32
demo-costa,2025-12-07,2025-12-08,Food And Beverage Revenue,4073.18,36471.02,1154841.42
demo-costa,2025-12-07,2025-12-08,Other Revenue,524.46,0,0
demo-centro,2025-12-08,2025-12-09,Total Rooms in Hotel,220,1760,75240
demo-centro,2025-12-08,2025-12-09,Rooms Occupied minus House Use,138,1087,50178
demo-centro,2025-12-08,2025-12-09,Room Revenue,22221.16,175957.31,8344823.5
demo-centro,2025-12-08,2025-12-09,Total Revenue,29404.84,226958.6,10682715.58
demo-centro,2025-12-08,2025-12-09,Food And Beverage Revenue,6517.05,45722.57,2087547.37
demo-centro,2025-12-08,2025-12-09,Other Revenue,666.63,0,0
demo-costa,2025-12-08,2025-12-09,Total Rooms in Hotel,140,1120,47880
demo-costa,2025-12-08,2025-12-09,Rooms Occupied minus House Use,126,996,29826
demo-costa,2025-12-08,2025-12-09,Room Revenue,20034.13,160190.01,4660266.07
demo-costa,2025-12-08,2025-12-09,Total Revenue,25160.5,205992.08,5959440.82
demo-costa,2025-12-08,2025-12-09,Food And Beverage Revenue,4525.35,40996.37,1159366.77
demo-costa,2025-12-08,2025-12-09,Other Revenue,601.02,0,0
demo-centro,2025-12-09,2025-12-10,Total Rooms in Hotel,220,1980,75460
demo-centro,2025-12-09,2025-12-10,Rooms Occupied minus House Use,155,1242,50333
demo-centro,2025-12-09,2025-12-10,Room Revenue,26546.02,202503.33,8371369.52
demo-centro,2025-12-09,2025-12-10,Total Revenue,34104.46,261063.06,10716820.04
demo-centro,2025-12-09,2025-12-10,Food And Beverage Revenue,6762.06,52484.63,2094309.43
demo-centro,2025-12-09,2025-12-10,Other Revenue,796.38,0,0
demo-costa,2025-12-09,2025-12-10,Total Rooms in Hotel,140,1260,48020
demo-costa,2025-12-09,2025-12-10,Rooms Occupied minus House Use,111,1107,29937
demo-costa,2025-12-09,2025-12-10,Room Revenue,17415.64,177605.65,4677681.71
demo-costa,2025-12-09,2025-12-10,Total Revenue,23019.23,229011.31,5982460.06
demo-costa,2025-12-09,2025-12-10,Food And Beverage Revenue,5081.12,46077.5,1164447.9
demo-costa,2025-12-09,2025-12-10,Other Revenue,522.47,0,0
